code_barre;UAI;ideleve;sexe;date_de_naissance;num_imp;VAR82;ECE1;ECM1;ECM2;SECTEUR;ep2010;zep2010;rep2010;rrs2010;rar2010;strate;strate2;strate2_1;strate2_2;strate2_3;poids;strate9;E5ZEO070101;E5ZEO070201;E5ZEO070301;E5ZEO070701;E5ZEO070801;E5ZEO070901;E5ZEO071001;E5ZEO071101;E5ZEO071201;E5ZEO040101;E5ZEO040102;E5ZEO040103;E5ZEO040104;E5ZEO040201;E5ZEO040202;E5ZEO040203;E5ZEO040204;E5ZEO040301;E5ZEO040302;E5ZEO040303;E5ZEO040304;E5ZEO040401;E5ZEO040402;E5ZEO040403;E5ZEO040404;E5ZEE110101;E5ZEI110201;E5ZEA110401;E5ZEO050101;E5ZEO050201;E5ZEO050301;E5ZEO050401;E5ZEO050501;E5ZEO050601;E5ZEO050701;E5ZEO050801;E5ZEE090101;E5ZEE090102;E5ZEE090103;E5ZEI090201;E5ZEI090301;E5ZEI090401;E5ZEA090601;E5ZEO060101;E5ZEO060201;E5ZEO060301;E5ZEO060401;E5ZEO060501;E5ZEO060601;E5ZEO060701;E5ZEO060801;E5ZQC160101;E5ZQC160102;E5ZQC160103;E5ZQC160104;E5ZQC160105;E5ZQC160201;E5ZQC160202;E5ZQC160203;E5ZQC160204;E5ZQC160205;E5ZQC160206;E5ZQC160207;E5ZQC160208;E5ZQC160209;E5ZQC160210;E5ZQC160211;E5ZQC160212;E5ZQC160213;E5ZQC020301;E5ZQC020401;E5ZQC020101;E5ZQC020201;E5ZQC020501;E5ZQC020601;itE5ZEO070101;itE5ZEO070201;itE5ZEO070301;itE5ZEO070701;itE5ZEO070801;itE5ZEO070901;itE5ZEO071001;itE5ZEO071101;itE5ZEO071201;itE5ZEO040101;itE5ZEO040102;itE5ZEO040103;itE5ZEO040104;itE5ZEO040201;itE5ZEO040202;itE5ZEO040203;itE5ZEO040204;itE5ZEO040301;itE5ZEO040302;itE5ZEO040303;itE5ZEO040304;itE5ZEO040401;itE5ZEO040402;itE5ZEO040403;itE5ZEO040404;itE5ZEE110101;itE5ZEI110201;itE5ZEA110401;itE5ZEO050101;itE5ZEO050201;itE5ZEO050301;itE5ZEO050401;itE5ZEO050501;itE5ZEO050601;itE5ZEO050701;itE5ZEO050801;itE5ZEE090101;itE5ZEE090102;itE5ZEE090103;itE5ZEI090201;itE5ZEI090301;itE5ZEI090401;itE5ZEA090601;itE5ZEO060101;itE5ZEO060201;itE5ZEO060301;itE5ZEO060401;itE5ZEO060501;itE5ZEO060601;itE5ZEO060701;itE5ZEO060801;itE5ZQC160101;itE5ZQC160102;itE5ZQC160103;itE5ZQC160104;itE5ZQC160105;itE5ZQC160201;itE5ZQC160202;itE5ZQC160203;itE5ZQC160204;itE5ZQC160205;itE5ZQC160206;itE5ZQC160207;itE5ZQC160208;itE5ZQC160209;itE5ZQC160210;itE5ZQC160211;itE5ZQC160212;itE5ZQC160213;itE5ZQC020301;itE5ZQC020401;itE5ZQC020101;itE5ZQC020201;itE5ZQC020501;itE5ZQC020601;Eleve;itE5ZPT120101;itE5ZPT120201;itE5ZPT120301;itE5ZPT120401;itE5ZPT120501;itE5ZPT130201;itE5ZPT130301;itE5ZPT130101;itE5ZPT130501;nbv;nbo;nbf;xitE5ZPT120101;xitE5ZPT120201;xitE5ZPT120301;xitE5ZPT120401;xitE5ZPT120501;xitE5ZEO070101;xitE5ZEO070201;xitE5ZEO070301;xitE5ZEO070701;xitE5ZEO070801;xitE5ZEO070901;xitE5ZEO071001;xitE5ZEO071101;xitE5ZEO071201;xitE5ZPT130101;xitE5ZPT130201;xitE5ZPT130301;xitE5ZPT130501;xitE5ZEE110101;xitE5ZEI110201;xitE5ZEA110401;xitE5ZEO050101;xitE5ZEO050201;xitE5ZEO050301;xitE5ZEO050401;xitE5ZEO050501;xitE5ZEO050601;xitE5ZEO050701;xitE5ZEO050801;xitE5ZEI090201;xitE5ZEI090301;xitE5ZEI090401;xitE5ZEA090601;xitE5ZEO060101;xitE5ZEO060201;xitE5ZEO060301;xitE5ZEO060401;xitE5ZEO060501;xitE5ZEO060601;xitE5ZEO060701;xitE5ZEO060801;xitE5ZEO0401;xitE5ZEO0402;xitE5ZEO0403;xitE5ZEO0404;xitE5ZEE0901
XLSEE_0131870M_0214;0131870M;214;2;20072000;454;;33;23;47;PR;;;;;;4;3;0;0;1;1.0063017079;pr;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;-;-;1;1;5;4;4;2;2;1;1;1;1;2;1;1;2;2;1;3;2;1;2;2;2;1;3;4;1;4;4;3;1;4;4;5;3;5;5;4;4;5;5;1;1;2;1;1;2;2000;53;56;-;-;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;;;1;1;5;4;4;2;2;1;1;1;1;2;1;1;2;2;1;3;2;1;2;2;2;1;3;4;1;4;4;3;1;4;4;5;3;5;5;4;4;5;5;1;1;2;1;1;2;2000;53;56;;;0131870M_0214;1;2;1;1;9;;1;1;2;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1
XLSEE_0131870M_0215;0131870M;215;1;18022000;455;;33;23;47;PR;;;;;;4;3;0;0;1;1.0063017079;pr;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;2;2;1;1;5;4;2;2;2;1;1;1;1;2;1;1;2;2;1;3;2;1;2;2;1;1;3;2;1;2;1;3;1;4;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2000;54;56;-;-;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;2;2;1;1;5;4;2;2;2;1;1;1;1;2;1;1;2;2;1;3;2;1;2;2;1;1;3;2;1;2;1;3;1;4;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2000;54;56;;;0131870M_0215;1;1;1;1;9;;1;1;2;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1
XLSEE_0131870M_0216;0131870M;216;1;05052001;456;;33;23;47;PR;;;;;;4;3;0;0;1;1.0063017079;pr;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;2;2;1;1;5;4;2;2;2;1;1;1;1;2;2;1;2;2;1;3;2;1;2;1;2;1;3;4;1;2;4;3;1;5;1;1;3;1;4;1;1;4;4;1;1;2;1;1;1;2001;53;61;-;-;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;2;2;1;1;5;4;2;2;2;1;1;1;1;2;2;1;2;2;1;3;2;1;2;1;2;1;3;4;1;2;4;3;1;5;1;1;3;1;4;1;1;4;4;1;1;2;1;1;1;2001;53;61;;;0131870M_0216;2;2;1;1;9;;1;1;2;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
XLSEE_0131870M_0301;0131870M;301;1;27012001;457;;33;23;47;PR;;;;;;4;3;0;0;1;1.0063017079;pr;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;2;2;1;1;5;4;2;2;2;1;1;1;1;2;1;1;2;-;1;3;2;1;2;1;2;1;3;4;4;2;4;3;1;4;1;4;3;1;4;1;1;1;3;1;1;3;4;1;1;2001;61;55;-;-;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;2;2;1;1;5;4;2;2;2;1;1;1;1;2;1;1;2;;1;3;2;1;2;1;2;1;3;4;4;2;4;3;1;4;1;4;3;1;4;1;1;1;3;1;1;3;4;1;1;2001;61;55;;;0131870M_0301;2;1;1;1;2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0
XLSEE_0131870M_0303;0131870M;303;1;24101999;459;;33;23;47;PR;;;;;;4;3;0;0;1;1.0063017079;pr;2;2;1;3;2;1;2;1;3;1;1;2;1;2;1;1;1;1;2;1;2;2;2;1;1;5;4;2;2;2;1;1;1;1;2;1;1;2;2;1;3;2;1;2;2;1;2;3;4;1;2;2;3;2;4;1;4;-;3;4;3;1;1;3;1;1;3;1;1;1;1999;47;42;-;-;2;2;1;3;2;1;2;1;3;1;1;2;1;2;1;1;1;1;2;1;2;2;2;1;1;5;4;2;2;2;1;1;1;1;2;1;1;2;2;1;3;2;1;2;2;1;2;3;4;1;2;2;3;2;4;1;4;;3;4;3;1;1;3;1;1;3;1;1;1;1999;47;42;;;0131870M_0303;2;9;1;1;;;1;1;9;1;2;0;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;1
XLSEE_0131870M_0304;0131870M;304;1;13122000;460;;33;23;47;PR;;;;;;4;3;0;0;1;1.0063017079;pr;2;1;3;2;2;1;2;-;3;2;2;2;1;2;1;2;2;2;2;1;2;2;1;2;2;5;4;3;2;2;1;1;2;2;2;1;1;2;2;1;1;3;2;2;2;1;1;1;4;3;2;3;3;1;5;5;3;3;2;3;1;3;4;1;1;1;1;1;1;1;2000;21;52;-;-;2;1;3;2;2;1;2;;3;2;2;2;1;2;1;2;2;2;2;1;2;2;1;2;2;5;4;3;2;2;1;1;2;2;2;1;1;2;2;1;1;3;2;2;2;1;1;1;4;3;2;3;3;1;5;5;3;3;2;3;1;3;4;1;1;1;1;1;1;1;2000;21;52;;;0131870M_0304;1;1;1;1;2;;2;;;2;3;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;1;0;1;1;0;1;1;1;1;0;0;1;1;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1
XLSEE_0131870M_0305;0131870M;305;1;08042000;461;;33;23;47;PR;;;;;;4;3;0;0;1;1.0063017079;pr;2;2;3;3;2;1;2;1;3;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5;4;2;2;2;1;1;1;1;2;1;1;2;2;1;3;3;2;2;2;2;1;3;4;1;4;5;3;5;4;5;4;3;4;4;4;4;4;4;4;4;5;4;4;1;2000;61;-;-;-;2;2;3;3;2;1;2;1;3;1;;;;;1;;;;;;;;;;;5;4;2;2;2;1;1;1;1;2;1;1;2;2;1;3;3;2;2;2;2;1;3;4;1;4;5;3;5;4;5;4;3;4;4;4;4;4;4;4;4;5;4;4;1;2000;61;;;;0131870M_0305;2;1;1;1;9;1;1;1;2;0;0;14;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;1
XLSEE_0131870M_0306;0131870M;306;2;08121998;462;;33;23;47;PR;;;;;;4;3;0;0;1;1.0063017079;pr;2;1;1;3;2;1;2;1;3;1;2;2;1;2;2;1;2;2;2;1;1;2;1;1;1;3;4;4;2;2;1;1;1;1;2;2;1;2;2;3;3;2;2;2;2;2;1;3;4;3;1;5;3;5;2;4;5;3;5;5;5;5;5;5;1;1;5;4;1;2;1998;61;56;-;-;2;1;1;3;2;1;2;1;3;1;2;2;1;2;2;1;2;2;2;1;1;2;1;1;1;3;4;4;2;2;1;1;1;1;2;2;1;2;2;3;3;2;2;2;2;2;1;3;4;3;1;5;3;5;2;4;5;3;5;5;5;5;5;5;1;1;5;4;1;2;1998;61;56;;;0131870M_0306;2;2;9;2;;;;9;9;2;3;0;1;1;0;1;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;1;1;0;1;0;1;1;1;1;0;0;1;0;1;0;1
XLSEE_0131870M_0307;0131870M;307;1;04042000;463;;33;23;47;PR;;;;;;4;3;0;0;1;1.0063017079;pr;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;2;2;1;1;5;4;2;2;2;1;1;1;1;2;1;1;1;2;3;&;3;1;2;2;1;1;1;2;1;1;3;3;2;5;2;3;3;3;3;2;1;1;2;1;1;4;1;1;1;2000;47;43;-;-;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;2;2;1;1;5;4;2;2;2;1;1;1;1;2;1;1;1;2;3;I;3;1;2;2;1;1;1;2;1;1;3;3;2;5;2;3;3;3;3;2;1;1;2;1;1;4;1;1;1;2000;47;43;;;0131870M_0307;1;2;1;1;9;1;1;9;2;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;1;0;0;1;0;1;1;1;1;0
XLSEE_0131870M_0308;0131870M;308;2;01112000;464;;33;23;47;PR;;;;;;4;3;0;0;1;1.0063017079;pr;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;-;-;-;-;5;4;2;2;2;1;1;1;1;2;2;1;2;2;&;3;2;1;2;1;1;1;1;2;1;4;4;3;2;5;5;3;2;1;4;1;3;1;1;1;1;1;3;1;2;2000;31;37;-;-;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;;;;;5;4;2;2;2;1;1;1;1;2;2;1;2;2;I;3;2;1;2;1;1;1;1;2;1;4;4;3;2;5;5;3;2;1;4;1;3;1;1;1;1;1;3;1;2;2000;31;37;;;0131870M_0308;1;2;1;1;;;1;1;9;2;2;4;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;1;1;1;0;1
XLSEE_0131870M_0309;0131870M;309;2;22032001;465;;33;23;47;PR;;;;;;4;3;0;0;1;1.0063017079;pr;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;2;2;1;1;5;4;2;2;2;1;1;1;1;2;1;1;2;2;1;3;2;1;2;2;1;1;3;4;1;2;4;3;1;4;3;5;1;3;5;3;5;4;4;5;5;4;1;1;2;2001;47;42;-;-;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;2;2;1;1;5;4;2;2;2;1;1;1;1;2;1;1;2;2;1;3;2;1;2;2;1;1;3;4;1;2;4;3;1;4;3;5;1;3;5;3;5;4;4;5;5;4;1;1;2;2001;47;42;;;0131870M_0309;1;2;1;1;2;1;1;2;9;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1
XLSEE_0131870M_0311;0131870M;311;1;06062000;467;;33;23;47;PR;;;;;;4;3;0;0;1;1.0063017079;pr;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;-;-;-;-;-;-;-;-;3;4;2;2;1;1;1;1;1;2;1;1;2;2;2;3;1;2;2;2;1;1;1;2;1;2;4;3;2;2;2;2;3;2;3;5;3;1;2;3;2;2;2;2;1;2000;99;99;-;-;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;;;;;;;;;3;4;2;2;1;1;1;1;1;2;1;1;2;2;2;3;1;2;2;2;1;1;1;2;1;2;4;3;2;2;2;2;3;2;3;5;3;1;2;3;2;2;2;2;1;2000;99;99;;;0131870M_0311;2;2;9;1;;1;1;9;9;1;1;8;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;0;0;1;1;1;1;0;0;1
XLSEE_0131870M_0312;0131870M;312;1;13031999;468;;33;23;47;PR;;;;;;4;3;0;0;1;1.0063017079;pr;2;2;1;3;2;1;2;1;3;1;2;1;1;2;1;1;1;2;2;1;1;1;2;1;2;5;4;2;2;2;1;2;1;-;2;1;1;2;2;1;3;2;1;2;2;1;2;3;4;1;2;4;3;-;5;5;4;3;5;5;1;1;5;5;1;1;3;1;1;1;1999;47;82;-;-;2;2;1;3;2;1;2;1;3;1;2;1;1;2;1;1;1;2;2;1;1;1;2;1;2;5;4;2;2;2;1;2;1;;2;1;1;2;2;1;3;2;1;2;2;1;2;3;4;1;2;4;3;;5;5;4;3;5;5;1;1;5;5;1;1;3;1;1;1;1999;47;82;;;0131870M_0312;9;9;1;9;;9;9;1;9;0;1;1;0;0;1;0;0;1;0;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1
XLSEE_0131870M_0313;0131870M;313;1;1506   &;469;;33;23;47;PR;;;;;;4;3;0;0;1;1.0063017079;pr;2;1;2;3;2;1;2;1;2;2;1;2;1;2;1;1;2;2;2;1;1;1;1;2;2;5;4;2;2;2;1;1;1;1;2;1;1;2;2;1;3;2;1;2;2;1;1;1;2;1;3;3;3;4;4;4;3;3;1;3;1;1;4;4;1;1;1;1;1;1;2000;61;82;-;-;2;1;2;3;2;1;2;1;2;2;1;2;1;2;1;1;2;2;2;1;1;1;1;2;2;5;4;2;2;2;1;1;1;1;2;1;1;2;2;1;3;2;1;2;2;1;1;1;2;1;3;3;3;4;4;4;3;3;1;3;1;1;4;4;1;1;1;1;1;1;2000;61;82;;;0131870M_0313;2;9;1;1;;1;1;9;2;0;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;1
XLSEE_0131870M_0314;0131870M;314;1;05092000;470;;33;23;47;PR;;;;;;4;3;0;0;1;1.0063017079;pr;2;1;3;3;1;2;2;1;3;1;2;2;1;2;1;2;1;-;-;1;1;-;-;1;1;5;4;2;2;2;1;2;1;1;2;1;1;2;2;1;3;2;1;2;2;1;1;1;4;1;4;4;2;2;4;2;1;3;1;3;1;1;1;2;1;1;2;1;1;1;2000;61;55;-;-;2;1;3;3;1;2;2;1;3;1;2;2;1;2;1;2;1;;;1;1;;;1;1;5;4;2;2;2;1;2;1;1;2;1;1;2;2;1;3;2;1;2;2;1;1;1;4;1;4;4;2;2;4;2;1;3;1;3;1;1;1;2;1;1;2;1;1;1;2000;61;55;;;0131870M_0314;1;1;9;1;9;1;9;9;9;0;0;4;1;1;0;1;0;1;1;1;1;0;0;1;1;1;0;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;1;1;0;0;1
XLSEE_0131870M_0315;0131870M;315;2;30052000;471;;33;23;47;PR;;;;;;4;3;0;0;1;1.0063017079;pr;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;2;2;1;1;5;4;2;2;2;1;1;1;1;2;1;1;2;2;1;1;2;1;2;1;2;1;1;2;1;2;5;3;4;4;5;5;2;4;5;1;4;5;4;1;1;5;4;1;2;2000;47;42;-;-;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;2;2;1;1;5;4;2;2;2;1;1;1;1;2;1;1;2;2;1;1;2;1;2;1;2;1;1;2;1;2;5;3;4;4;5;5;2;4;5;1;4;5;4;1;1;5;4;1;2;2000;47;42;;;0131870M_0315;1;1;1;1;9;1;1;1;2;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1
XLSEE_0140509C_0101;0140509C;101;2;05072000;477;;12;7;9;PU;;;;;;1;1;1;0;0;1.0013662425;pu_hz;2;1;1;3;2;1;2;1;3;1;2;2;1;2;1;2;2;2;2;1;2;2;2;1;1;5;4;2;2;2;-;1;1;1;2;1;1;1;1;3;1;2;1;2;2;1;1;3;4;1;2;4;1;1;4;3;4;1;4;3;1;4;1;1;4;4;1;1;1;2;2000;48;48;2;-;2;1;1;3;2;1;2;1;3;1;2;2;1;2;1;2;2;2;2;1;2;2;2;1;1;5;4;2;2;2;;1;1;1;2;1;1;1;1;3;1;2;1;2;2;1;1;3;4;1;2;4;1;1;4;3;4;1;4;3;1;4;1;1;4;4;1;1;1;2;2000;48;48;2;;0140509C_0101;1;1;1;1;2;1;1;9;9;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0
XLSEE_0140509C_0109;0140509C;109;2;04012000;479;;12;7;9;PU;;;;;;1;1;1;0;0;1.0013662425;pu_hz;2;1;3;3;1;2;1;1;3;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;1;5;4;&;1;2;1;2;1;2;2;1;1;2;1;&;&;&;&;2;1;1;1;2;1;3;3;5;1;5;5;5;4;1;1;4;1;4;4;1;1;1;4;1;1;2;2000;48;45;2;-;2;1;3;3;1;2;1;1;3;;;;1;;;1;;;;1;;;1;;1;5;4;I;1;2;1;2;1;2;2;1;1;2;1;I;I;I;I;2;1;1;1;2;1;3;3;5;1;5;5;5;4;1;1;4;1;4;4;1;1;1;4;1;1;2;2000;48;45;2;;0140509C_0109;1;2;1;1;2;9;2;9;9;0;0;11;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
XLSEE_0140509C_0110;0140509C;110;1;11122000;480;;12;7;9;PU;;;;;;1;1;1;0;0;1.0013662425;pu_hz;2;1;1;3;1;2;3;1;2;1;2;2;1;2;1;1;1;2;2;1;2;2;2;1;1;5;4;2;1;1;2;1;1;1;2;2;1;2;1;-;3;1;&;2;2;1;1;&;&;3;3;5;1;1;5;5;5;1;4;5;1;1;2;1;1;1;1;1;1;1;2002;21;56;2;-;2;1;1;3;1;2;3;1;2;1;2;2;1;2;1;1;1;2;2;1;2;2;2;1;1;5;4;2;1;1;2;1;1;1;2;2;1;2;1;;3;1;I;2;2;1;1;I;I;3;3;5;1;1;5;5;5;1;4;5;1;1;2;1;1;1;1;1;1;1;2002;21;56;2;;0140509C_0110;2;2;9;9;9;;;9;9;2;2;1;1;1;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0
XLSEE_0140509C_0111;0140509C;111;2;24022000;481;;12;7;9;PU;;;;;;1;1;1;0;0;1.0013662425;pu_hz;2;1;3;3;2;2;2;2;3;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;1;5;4;2;2;2;1;2;1;1;1;2;1;2;2;1;1;2;1;2;2;1;1;1;2;3;1;5;1;1;4;4;5;1;4;5;1;5;4;5;5;5;1;2;1;2;2000;82;52;2;-;2;1;3;3;2;2;2;2;3;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;1;5;4;2;2;2;1;2;1;1;1;2;1;2;2;1;1;2;1;2;2;1;1;1;2;3;1;5;1;1;4;4;5;1;4;5;1;5;4;5;5;5;1;2;1;2;2000;82;52;2;;0140509C_0111;;2;1;9;;1;1;9;;2;3;0;0;1;1;0;0;1;1;1;1;1;0;1;0;1;0;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1
XLSEE_0140509C_0112;0140509C;112;1;13111999;482;;12;7;9;PU;;;;;;1;1;1;0;0;1.0013662425;pu_hz;2;1;1;3;2;1;2;1;3;2;2;2;1;1;2;2;1;2;2;&;2;2;2;1;2;5;4;2;2;1;1;1;2;1;2;1;2;-;-;1;3;3;4;2;1;2;1;3;4;3;4;4;1;1;5;1;3;1;3;3;1;1;1;1;3;1;&;1;1;1;1999;21;82;2;-;2;1;1;3;2;1;2;1;3;2;2;2;1;1;2;2;1;2;2;I;2;2;2;1;2;5;4;2;2;1;1;1;2;1;2;1;2;;;1;3;3;4;2;1;2;1;3;4;3;4;4;1;1;5;1;3;1;3;3;1;1;1;1;3;1;I;1;1;1;1999;21;82;2;;0140509C_0112;1;1;9;1;9;1;1;9;2;0;0;2;1;1;0;1;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0
XLSEE_0140509C_0113;0140509C;113;1;30042000;483;;12;7;9;PU;;;;;;1;1;1;0;0;1.0013662425;pu_hz;2;1;1;3;2;2;2;&;3;1;2;2;1;2;1;2;1;2;2;&;2;2;2;1;1;5;4;2;2;2;1;&;2;1;2;1;2;2;1;&;&;1;2;2;2;1;1;&;&;&;&;5;1;3;1;2;5;1;5;5;1;5;5;1;5;5;1;1;1;1;2000;43;45;2;-;2;1;1;3;2;2;2;I;3;1;2;2;1;2;1;2;1;2;2;I;2;2;2;1;1;5;4;2;2;2;1;I;2;1;2;1;2;2;1;I;I;1;2;2;2;1;1;I;I;I;I;5;1;3;1;2;5;1;5;5;1;5;5;1;5;5;1;1;1;1;2000;43;45;2;;0140509C_0113;1;1;1;1;2;1;;;9;1;2;0;1;1;1;1;1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;1;0
XLSEE_0140509C_0114;0140509C;114;1;07082000;484;;12;7;9;PU;;;;;;1;1;1;0;0;1.0013662425;pu_hz;2;1;3;3;2;1;2;2;3;1;2;2;1;2;2;2;1;2;2;1;2;2;2;1;1;5;4;4;2;2;1;1;1;1;2;1;2;1;1;1;3;2;1;1;1;2;1;3;4;1;2;1;2;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2000;61;52;3;-;2;1;3;3;2;1;2;2;3;1;2;2;1;2;2;2;1;2;2;1;2;2;2;1;1;5;4;4;2;2;1;1;1;1;2;1;2;1;1;1;3;2;1;1;1;2;1;3;4;1;2;1;2;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2000;61;52;3;;0140509C_0114;1;1;9;1;9;;1;1;9;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0
XLSEE_0140509C_0115;0140509C;115;1;05102000;485;;12;7;9;PU;;;;;;1;1;1;0;0;1.0013662425;pu_hz;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;2;2;1;1;5;4;2;2;2;1;1;1;1;2;1;1;2;2;1;3;&;1;2;1;2;1;3;4;1;2;3;1;1;5;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2000;61;52;3;-;2;1;3;3;2;1;2;1;3;1;2;2;1;2;1;2;1;2;2;1;1;2;2;1;1;5;4;2;2;2;1;1;1;1;2;1;1;2;2;1;3;I;1;2;1;2;1;3;4;1;2;3;1;1;5;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2000;61;52;3;;0140509C_0115;1;1;1;1;9;1;1;9;9;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
