"id";"score"
"e132927";241,94139457
"e132963";270,82263698
"e132964";191,26921646
"e133127";239,53069029
"e133212";351,59555438
"e133240";234,98590009
"e133355";235,37576608
"e133358";255,53886779
"e13336";225,47776069
"e133363";228,61202147
"e133379";252,21245365
"e013338";196,23624194
"e133392";346,07399205
"e013341";261,85293946
"e13345";271,75081035
"e133522";243,08718634
"e133546";324,95657944
"e133618";246,66107751
"e133627";305,97612205
"e133628";209,10271642
"e13368";230,6702503
"e133686";238,04560392
"e133725";322,795818
"e013375";238,33746542
"e133772";309,95207374
"e133777";243,16784054
"e13378";228,68025698
"e133831";227,11487507
"e13388";227,50707237
"e133926";264,96079372
"e133935";244,60813895
"e133952";245,62279479
"e133967";248,024936
"e133971";290,42030746
"e133991";259,99780319
"e134029";298,55481482
"e134071";282,8678643
"e013413";255,50896432
"e134131";217,12617294
"e013415";262,97465602
"e134225";240,87746749
"e13423";207,11182644
"e134278";250,42658405
"e134313";273,53735244
"e134314";366,55769308
"e134329";438,60293306
"e013438";277,13406351
"e134393";204,89654832
"e134397";291,34005228
"e01344";198,414802
"e134492";207,04677406
"e134521";245,104438
"e134539";205,47336708
"e134583";209,00547408
"e134588";308,41072221
"e134608";222,6067581
"e134612";212,63374744
"e134616";408,97525678
"e134633";245,11712568
"e13466";238,96911469
"e134662";268,11998153
"e134668";240,36852558
"e013468";242,73175193
"e134741";225,78414802
"e134778";219,82340362
"e134818";206,25332323
"e134842";266,06596698
"e134878";212,19169607
"e1349";268,83528879
"e01349";233,47776966
"e134939";301,25854625
"e134942";250,11001968
"e134989";292,34287226
"e013501";240,89979422
"e01351";354,93075575
"e13525";330,24823919
"e13548";230,5809882
"e013551";245,70246267
"e13558";352,75331651
"e013560";211,73861583
"e013561";260,82407162
"e13573";181,86733079
"e013582";239,86971589
"e136";235,10892128
"e013607";200,02707901
"e13608";277,23000569
"e013632";239,46106496
"e13638";229,18991621
"e13647";253,14842794
"e013647";314,74877943
"e013675";254,82692299
"e13697";229,03008729
"e013706";232,21994073
"e013711";243,58411305
"e013727";434,72804421
"e13734";248,67554954
"e013738";205,06417815
"e13750";219,77480487
"e13752";267,68801754
"e01376";212,82047603
"e013769";316,3672882
"e013776";351,26903713
"e13781";304,63373847
"e01379";359,12244285
"e13804";138,33742059
"e13806";230,70669936
"e13820";288,45730349
"e013824";269,24981282
"e13867";253,04275704
"e13873";196,38544548
"e013904";329,30177403
"e013914";225,46722498
"e013955";300,8621795
"e13960";323,30924318
"e13965";295,90246177
"e13966";265,94904304
"e13983";267,54222129
"e013995";328,47958539
"e013999";209,85926985
"e014035";237,24843197
"e014075";265,13577612
"e014076";258,4950527
"e014094";217,43717804
"e141009";291,90942879
"e141024";199,31634469
"e141025";346,92550134
"e141052";346,97593824
"e141055";261,43299066
"e141142";276,78284339
"e141143";223,14094086
"e14116";232,48328858
"e141168";301,18551363
"e14119";262,11090737
"e014121";350,94108522
"e141224";279,35615622
"e141232";365,28063089
"e141245";281,60985604
"e141336";297,12276565
"e141375";199,46626556
"e141418";315,36787551
"e141431";292,67387279
"e141483";244,84351113
"e141487";323,61464418
"e14153";280,21775289
"e141544";286,52900009
"e141593";193,59411076
"e1416";221,63814554
"e014161";211,9998117
"e014166";268,82148029
"e141677";254,97159842
"e14168";222,66315775
"e141681";183,4852119
"e141701";253,19850617
"e014171";358,26447763
"e141751";319,38413188
"e141754";174,91425728
"e141762";294,2310503
"e141781";193,63423612
"e141784";229,2295484
"e141795";188,26873675
"e1418";169,82627292
"e141801";342,74035983
"e141824";287,94782359
"e141830";277,62919691
"e141874";337,05475429
"e141906";259,32746323
"e14191";279,73024107
"e014191";184,29022959
"e141941";291,59474739
"e141946";282,27750604
"e141973";269,91616267
"e014200";292,93076471
"e142006";164,2027608
"e142034";258,68774406
"e142040";201,46876723
"e014206";334,68794132
"e142115";210,67576474
"e142130";220,45527704
"e142139";285,27650627
"e142158";245,63902426
"e14216";207,39288324
"e142186";271,99985654
"e014220";250,09450753
"e142257";316,05283097
"e142303";215,43521437
"e142329";227,94392314
"e142330";236,38688013
"e142343";248,04318295
"e142355";301,38277793
"e142370";264,99132485
"e142374";272,0914051
"e142401";199,17283491
"e142411";266,07080892
"e014242";223,73215094
"e014243";176,29586955
"e142448";226,07511287
"e142460";229,01323016
"e142500";254,78047621
"e142519";274,0443217
"e142522";239,46209611
"e142544";312,4058175
"e142561";263,30337008
"e142596";221,69445553
"e142656";197,71890734
"e142660";239,17189342
"e142664";323,50363818
"e14269";351,18990724
"e142690";251,89584445
"e142693";226,53581468
"e142747";316,77517698
"e142783";198,82434959
"e014279";250,24093145
"e142794";238,20422235
"e14281";261,18560329
"e142843";324,89076489
"e142856";222,1526467
"e142913";295,13900408
"e142922";259,75180564
"e14294";329,56812568
"e142985";333,60088052
"e142988";292,69391305
"e143009";259,56691519
"e143060";329,99672721
"e014307";220,5649829
"e143090";221,76753299
"e143115";224,89825197
"e143122";256,30792958
"e143128";291,41725435
"e143132";295,90788654
"e143148";229,16189571
"e143157";237,64802668
"e143209";238,71948568
"e143218";198,31370404
"e143236";310,7090755
"e143262";220,18004851
"e143263";289,90320599
"e014331";296,72442625
"e143310";186,15088029
"e143315";258,1172019
"e14332";242,74972988
"e143354";229,53185594
"e14338";228,7315457
"e014338";371,47284702
"e14339";232,59407041
"e014339";259,09218071
"e143395";212,49983188
"e143402";351,79483616
"e143434";239,99542705
"e143454";251,28974988
"e143460";216,80274915
"e143480";211,42913504
"e143481";253,99832325
"e143494";218,17960915
"e143507";247,62785193
"e14356";258,04838355
"e143599";227,04646023
"e143652";195,74272252
"e143670";194,95958323
"e143687";246,22655805
"e143703";280,80053441
"e143763";266,05009617
"e014379";378,69715895
"e143802";204,10932926
"e14384";184,53407517
"e143876";303,66638123
"e143877";317,26434762
"e014388";261,94072208
"e143939";266,97019964
"e143959";264,43069074
"e143962";316,76011316
"e14397";243,63423612
"e144032";319,41408019
"e144057";264,48731456
"e144058";255,26480491
"e14407";242,1362379
"e144080";330,12454551
"e144088";327,73993392
"e144132";337,0264648
"e144148";190,90808828
"e14417";305,27610277
"e144186";345,15079511
"e144189";309,42932334
"e014421";345,68677119
"e144222";203,60827793
"e014424";293,56438662
"e144246";358,887519
"e14428";203,78393282
"e144283";241,39631743
"e144309";246,74397335
"e144311";246,66771277
"e144324";211,65675115
"e14433";299,75853056
"e144330";311,16462154
"e144364";220,14960704
"e144386";260,74014463
"e14441";289,30953011
"e144429";212,86306719
"e144476";208,20184621
"e144484";254,56577195
"e144488";233,03899108
"e144560";215,91048684
"e144664";281,71099883
"e144675";187,06179304
"e01447";291,49149746
"e14471";212,99577227
"e014473";233,76254758
"e144764";241,65630282
"e144770";293,53233117
"e144799";272,41765336
"e14480";209,79905941
"e144825";216,38100703
"e144834";219,47895324
"e144892";266,25022977
"e144901";274,07489767
"e144999";379,78430942
"e01450";374,31923641
"e14527";246,78468153
"e014541";204,57164505
"e14571";277,95983878
"e014582";242,95829205
"e14595";365,66973472
"e14600";221,11041869
"e014604";180,19278102
"e14614";188,24304755
"e14615";312,41460473
"e014659";369,57018798
"e01467";258,56440904
"e01468";205,84130983
"e14690";143,88758625
"e014696";261,23478487
"e14715";281,29853711
"e14716";268,58050401
"e14729";370,41156507
"e1473";244,06131333
"e14756";290,61550946
"e01476";162,25661396
"e14775";240,09020359
"e014779";162,09526073
"e1478";236,31564082
"e014804";322,26876365
"e14845";274,9181129
"e14857";222,79066223
"e14858";209,76619697
"e14859";225,08838786
"e014879";269,12822628
"e14881";222,21164666
"e14891";187,04063196
"e014917";183,35004102
"e14924";251,72655581
"e014931";432,67382148
"e14942";241,4017422
"e014961";293,9694061
"e14973";218,11110464
"e014976";157,14858934
"e014978";259,42959234
"e14982";314,0635998
"e014983";224,35236784
"e151002";209,04438895
"e151044";267,96737069
"e151047";307,57562172
"e151070";225,41441195
"e151075";314,89206504
"e151102";250,46787506
"e151106";336,16849958
"e151123";284,49318766
"e151160";231,82908841
"e151228";229,01874459
"e151284";261,84625938
"e151292";209,47496313
"e15131";363,11372735
"e15133";185,01710371
"e151357";255,69017848
"e151382";201,64132866
"e151413";238,58749793
"e151425";222,6818082
"e151426";273,39563598
"e15144";248,46075561
"e151455";129,59273888
"e151464";311,01721131
"e151468";350,96009433
"e151486";220,36588045
"e151510";430,81944997
"e151582";262,65383253
"e151611";260,29441697
"e151622";216,22135745
"e151708";223,72573985
"e151763";149,93754792
"e151767";230,96578809
"e15179";255,22311041
"e151841";247,85430238
"e151842";156,78338138
"e151894";231,09463755
"e15193";213,78792294
"e151990";256,61781386
"e152007";253,16645072
"e152011";169,93866873
"e152016";233,86082107
"e152059";231,27553788
"e152134";256,29465907
"e152146";213,19070526
"e152179";185,56487081
"e152290";165,8300568
"e152413";263,29946963
"e152416";369,4494981
"e15245";251,71028151
"e152520";326,42835047
"e152534";179,16001273
"e152535";345,25126541
"e15255";206,67739665
"e152550";210,71862489
"e152606";287,67658518
"e15261";243,31202281
"e152616";251,99635958
"e152657";259,74557388
"e152663";148,1586274
"e152675";156,95482199
"e152677";198,71993401
"e15270";236,89138358
"e152736";264,42490731
"e152758";262,51704767
"e152774";242,93870012
"e152829";250,87567417
"e152841";377,25950567
"e152863";289,25649291
"e152879";294,43768466
"e15289";235,75756217
"e152930";307,1567489
"e152947";220,20757585
"e152951";295,26368409
"e152969";278,18041614
"e153033";238,49935665
"e153043";287,06201721
"e153046";253,85082335
"e153065";166,72693689
"e153135";258,87998709
"e153137";241,46903623
"e153175";289,75687175
"e153184";132,82742512
"e153200";228,80991343
"e153210";244,32161255
"e153214";305,29434972
"e15326";133,0293072
"e153260";210,70136426
"e153261";243,54712599
"e153282";281,24388593
"e153283";195,66153032
"e153342";285,41503961
