"id";"score"
"e153432";305,94124214
"e153437";420,34646785
"e153439";253,92874275
"e153509";252,45849604
"e153540";240,35565857
"e153543";223,6384504
"e153585";264,76124294
"e153626";162,41859485
"e153668";241,26087756
"e153691";289,65106635
"e153699";344,99235601
"e153704";170,03685256
"e153713";293,07804045
"e153757";281,83294404
"e153779";215,78257887
"e153815";341,36412749
"e153826";250,19143604
"e153852";251,37457353
"e153889";290,31880601
"e01539";241,23949231
"e153973";334,37877436
"e153986";310,50499662
"e153996";287,48411798
"e153997";189,22273381
"e15400";189,61990755
"e154005";203,83580437
"e154025";296,30205648
"e154056";262,78608928
"e154091";191,14700226
"e154100";228,66815213
"e154103";284,5706139
"e154134";260,85496142
"e154165";212,0804659
"e154181";254,80208562
"e154198";267,3546857
"e154203";236,80709793
"e154209";180,07209114
"e154240";221,377129
"e154248";308,06824448
"e154251";324,3870236
"e154290";240,07455694
"e154312";178,48492049
"e154351";332,60657876
"e154405";244,58231526
"e154438";222,97335587
"e154477";244,57989428
"e154481";245,64364204
"e154534";169,98009424
"e154594";312,54583033
"e154611";247,94351964
"e154614";279,89540509
"e154625";253,58178174
"e1547";200,02299922
"e154716";160,35951419
"e154757";220,60389776
"e154766";221,60523826
"e154881";219,50361128
"e154927";272,52502791
"e15494";193,93416752
"e154947";255,70712528
"e154963";170,22662978
"e154987";212,54565099
"e01550";238,38113257
"e15536";280,04424997
"e15540";314,88587812
"e15549";290,52956499
"e15623";194,49699844
"e15656";348,83313682
"e15657";325,14402536
"e01570";262,48857885
"e15721";245,86704386
"e15757";162,77676406
"e15770";266,27798127
"e15780";287,69007985
"e15794";285,69748623
"e15808";239,06658119
"e1581";249,67805569
"e15836";264,60665946
"e15838";204,69049679
"e15848";278,53885434
"e15870";290,69329436
"e01589";254,07700481
"e15899";284,86991764
"e0159";249,87729264
"e15902";192,06369844
"e15929";232,38479092
"e15949";215,72357891
"e15975";279,72185733
"e15980";253,12928433
"e15991";249,2097323
"e161019";342,03729192
"e161042";239,53920852
"e161053";153,55882735
"e161064";231,62738567
"e161136";203,03540446
"e161191";224,2115032
"e16122";224,45041717
"e161223";233,11179954
"e16123";188,82780171
"e161235";278,01713509
"e161282";214,67978175
"e01613";216,54271893
"e161337";262,34735554
"e161348";248,98337152
"e161379";282,78599961
"e161452";268,26618128
"e161463";339,13374071
"e161469";269,89540509
"e161471";222,63074364
"e161489";304,85467449
"e161512";211,26320886
"e161524";164,92425499
"e161604";162,35246648
"e16163";180,04783659
"e161630";319,83940892
"e161633";225,66623777
"e16167";234,1972912
"e161713";215,5103093
"e161715";252,88360061
"e161747";206,19817889
"e161890";242,25217551
"e161925";236,4286643
"e161926";241,14112916
"e161931";271,33758647
"e161955";274,88650578
"e161971";225,87672774
"e161981";295,50694684
"e161988";266,49739297
"e161998";221,44002941
"e162018";325,33972051
"e16202";249,37633097
"e162086";254,27624176
"e162160";201,00474779
"e162218";362,59335309
"e162222";149,67581405
"e162256";200,3811236
"e162263";197,52594698
"e162289";246,93715787
"e162365";360,11181299
"e162400";289,89289445
"e162432";284,83275125
"e162518";269,89177363
"e162591";299,21690555
"e162731";230,26227186
"e162828";337,36423509
"e162832";243,101219
"e162872";198,50070163
"e16288";211,51521401
"e162980";257,50604122
"e163086";217,30250033
"e163106";198,51007169
"e163141";236,92550134
"e163158";215,42364751
"e163169";229,97538679
"e163180";265,51573407
"e163204";322,24858889
"e163229";232,15556084
"e163248";228,84873863
"e163249";285,104707
"e163303";327,55692644
"e163309";258,76131468
"e163347";288,15741691
"e163429";308,76920525
"e163455";131,84258309
"e163477";270,69064922
"e163517";229,8216103
"e163567";219,74306325
"e163577";195,45664444
"e16364";228,30379599
"e163654";186,5119188
"e163659";283,09283527
"e163710";288,81892482
"e163749";233,99805426
"e163795";194,81997391
"e163796";284,28677746
"e163854";265,75518603
"e163884";244,16043864
"e163984";333,86162806
"e164022";282,59577406
"e164078";283,58572703
"e16408";291,70969868
"e164108";250,28930603
"e164129";305,34684893
"e164205";269,9887918
"e164218";195,16684525
"e16425";272,84791371
"e16426";276,76374461
"e164265";318,89626139
"e164277";268,50522975
"e164345";284,67534331
"e164377";246,02947308
"e164482";280,58538182
"e164485";261,97900928
"e164552";209,54176399
"e164589";238,23304984
"e164599";281,40985694
"e164649";244,99800494
"e16469";298,00274377
"e164695";220,63133543
"e164758";222,2645942
"e16478";276,33733989
"e164795";333,93528834
"e01648";241,98658603
"e164821";215,52582145
"e164848";308,48841745
"e164913";263,33349772
"e164960";269,89177363
"e164973";146,72276744
"e164988";197,64484356
"e164991";298,78570372
"e16505";216,78651967
"e16532";210,90979193
"e16588";282,39070885
"e0166";256,01615774
"e16601";272,5838037
"e16622";237,97351278
"e16758";255,87641391
"e16777";258,84300003
"e16819";273,68619733
"e01686";221,09531004
"e01687";146,85484486
"e16908";295,24395766
"e16954";255,44458442
"e01698";222,56335995
"e16985";206,18800185
"e171007";308,54244097
"e171035";278,7095328
"e171085";228,64219394
"e171101";244,22540137
"e17112";253,4934163
"e171144";252,84508924
"e171173";274,24275166
"e171241";243,45127348
"e171271";257,22556725
"e171300";220,55839248
"e171301";226,89649452
"e171307";283,71977709
"e171314";260,4140757
"e17132";198,75463459
"e171321";243,0790716
"e171343";261,65132638
"e171351";207,68012697
"e171353";199,60076395
"e171354";312,21411247
"e171362";380,14947254
"e171384";305,32514985
"e171446";278,49464921
"e17151";188,83049168
"e171540";287,95557967
"e171570";229,28908635
"e171587";252,2669255
"e17162";280,25702642
"e171649";251,58663265
"e01717";231,63993885
"e171745";213,48346342
"e17175";184,45431762
"e171774";232,32108352
"e171776";238,65842341
"e171783";261,63213794
"e171792";349,30818512
"e171794";215,96903847
"e171799";297,35329588
"e171838";224,97706802
"e171858";272,47530834
"e17187";200,54799127
"e171871";281,85858839
"e171887";271,53933405
"e01719";260,20134409
"e171939";217,32294408
"e171943";292,65764332
"e171996";437,88046621
"e172045";212,21890958
"e172119";314,79580903
"e172149";182,28575528
"e172154";387,20664781
"e172163";214,00285137
"e172174";208,91822946
"e172181";306,82162375
"e172187";320,81205644
"e17219";293,07651613
"e172209";223,1684682
"e172229";235,23369095
"e172230";261,38658872
"e172241";234,97711286
"e172245";224,80768972
"e172268";277,68761404
"e172315";310,65953526
"e172323";248,34105205
"e172333";240,82223348
"e172350";204,65682736
"e172361";283,59191396
"e172388";201,84729053
"e172393";251,64765009
"e172394";230,62142739
"e01724";252,11799095
"e172415";263,70610309
"e172437";225,94859472
"e172452";227,82659571
"e172467";261,5406342
"e172470";260,19358801
"e172512";206,73348248
"e172524";285,30201613
"e172551";316,30281864
"e172553";185,71725749
"e172583";203,47337604
"e172592";274,27476227
"e172685";263,63262214
"e172686";285,93622086
"e1727";224,17061569
"e172730";283,65418671
"e172749";213,68359702
"e172751";382,58236905
"e172760";208,37225567
"e172766";311,86759979
"e172771";256,01723373
"e172804";297,22538792
"e172814";209,28671021
"e172893";222,05518021
"e1729";258,63398954
"e172925";217,69052818
"e172933";339,85819387
"e172959";192,91901852
"e17299";246,5033109
"e173016";209,33239483
"e173018";241,35049832
"e173045";263,71578697
"e173049";314,36214139
"e173066";184,38872724
"e173075";283,28651295
"e173094";281,43164568
"e17314";173,25768546
"e173165";279,77094924
"e173174";321,80389238
"e173177";244,56321648
"e17321";264,81284549
"e173211";296,65233512
"e173217";247,27743879
"e173220";256,54222577
"e173242";252,68274969
"e173265";261,5466418
"e173266";276,53043474
"e173302";302,07248566
"e173353";231,03801373
"e173391";250,11979323
"e173401";279,67168943
"e173404";320,48244572
"e173452";235,05184913
"e173496";261,84034145
"e173600";249,78184361
"e173635";308,02363585
"e173641";226,22028146
"e173663";210,21156596
"e173671";261,87356255
"e173673";197,10021475
"e173716";246,74594599
"e173736";262,01814832
"e173739";277,57867035
"e173765";173,81491228
"e17377";266,09161134
"e173787";270,87302904
"e173820";235,79567005
"e173835";351,74309911
"e173848";260,68769026
"e173873";251,70835369
"e173956";213,07270535
"e174044";347,33975638
"e174068";261,37466319
"e174090";280,64402312
"e174120";234,92165469
"e174126";315,70331449
"e174179";198,65801991
"e174185";244,34268396
"e174201";225,02266298
"e174267";367,06529
"e174270";309,70701768
"e174291";209,54907174
"e174304";264,92802095
"e174310";332,64464181
"e174316";280,31620571
"e174389";247,29411659
"e174392";355,10363101
"e174396";256,09093884
"e1744";282,43253785
"e174403";235,91080067
"e174418";307,57544239
"e174428";207,97696491
"e174444";231,39183415
"e174471";283,28826143
"e174503";200,89185881
"e174524";194,15680719
"e174590";329,81838234
"e174600";214,11708533
"e174666";228,83582678
"e174702";296,74330086
"e174719";200,89643176
"e174774";385,40221743
"e174797";240,85029881
"e174863";254,07628749
"e174869";263,02267194
"e174915";225,563481
"e174920";88,928451341
"e174944";211,86432699
"e174951";187,9775029
"e174980";261,00595828
"e17501";262,75421316
"e17562";268,33504445
"e17672";283,83141075
"e17689";277,73536097
"e17695";224,00451018
"e17748";227,32370624
"e17754";270,49576106
"e01782";302,9400451
"e17823";276,58795522
"e1783";173,67337515
"e17833";251,98492721
"e1785";243,47041708
"e17860";262,68158403
"e1790";169,05057588
"e1791";314,8622064
"e17911";269,29083483
"e17926";346,05085832
"e17935";248,97386696
"e1796";286,91613129
"e17968";215,35657764
"e17978";229,87509583
"e17989";275,73362146
"e17998";227,73415049
"e181022";219,90737544
"e181026";278,90249315
"e181084";241,98317873
"e181111";219,24949899
"e181116";307,19194265
"e181119";257,68133745
"e181120";331,93529731
"e181131";272,58523835
"e181162";165,4440016
"e181164";252,36788896
"e181167";230,83375551
"e181170";131,91566054
"e181176";250,3142779
"e181187";265,66386163
"e181188";192,66351642
"e181200";247,98794894
"e181255";185,87403778
"e181256";247,42839082
"e181311";236,03256654
"e181328";224,9960323
"e181355";237,12496245
"e181372";249,19350283
"e18140";202,45571641
"e181402";319,39471242
"e181430";206,90043981
"e181441";343,38258963
"e181457";280,2669793
"e181459";258,54064765
"e181466";256,42494317
"e181484";303,07615747
"e181507";279,4546987
"e181532";182,81020932
"e181625";201,02079793
"e181638";257,03691084
"e181642";341,23657818
"e181700";276,20893876
"e181721";235,92954078
"e181730";178,1583584
"e181733";248,6009926
"e181750";260,86442114
"e181782";246,41046218
"e181833";168,6257403
"e181867";262,93121304
"e181873";323,39146653
"e18189";172,4141564
"e181897";205,58706305
"e181932";226,82740718
"e181934";213,39164586
"e181940";176,08183779
"e181982";209,5246827
"e181987";190,55969263
"e181999";328,9514954
"e18201";258,7117296
"e182031";232,67929756
"e182049";219,35194193
"e182055";238,80300918
"e182088";318,22323146
"e182092";228,15351646
"e182106";194,00621383
"e182107";217,2710277
"e182120";248,18418209
"e182135";268,9098009
"e182176";221,79080121
"e182180";223,49171266
"e182182";189,42649887
"e182196";183,56815257
"e18224";243,0461195
"e182252";348,87424849
"e182280";215,53438451
"e182373";250,17153028
"e182376";398,96404858
"e182442";199,05783879
"e182473";178,71083295
"e182474";129,30831962
"e182539";367,51675626
"e182554";190,52642669
"e182559";400,61976857
"e182567";236,95455299
"e182574";219,07155763
"e18258";252,02182461
"e182589";214,80172696
"e1826";201,11611246
"e18260";149,94642481
"e182608";243,29018924
"e182611";209,40076485
"e182622";262,32744978
"e182640";209,61210665
"e182665";247,57871518
"e182671";329,94862162
"e182689";403,27185263
"e182724";340,75301164
"e182773";160,08522715
"e18278";330,72700862
"e182792";184,50444069
"e182793";356,09654294
"e182827";253,30458057
"e18286";267,03883865
"e182886";285,24005721
"e182889";177,49460886
"e182903";236,1894365
"e18293";260,37179838
"e182946";234,7367194
"e182971";263,64907577
"e183010";237,71146509
"e183044";255,8189831
"e183068";241,81536958
"e183076";251,92077148
"e183081";254,19446674
"e183098";258,12181967
"e183197";180,16597101
"e183203";214,34214597
"e183206";196,1644198
"e18323";239,50778073
"e183254";187,00364491
"e183275";142,78608928
"e183311";196,80561845
"e183324";272,48467839
"e183343";327,65694841
"e183359";234,39549699
"e183416";258,65232615
"e183424";285,99988343
"e18343";236,1111136
"e183511";222,59021479
"e183532";184,03791061
"e183538";297,89604171
"e18359";187,64565055
"e183592";190,39721857
"e183594";224,89825197
"e183631";213,3460509
"e183642";218,13836298
"e183715";274,9121053
"e183823";198,69993858
"e183832";356,79449991
"e183842";324,29870299
"e183869";286,32725251
"e18389";158,859902
"e183900";296,93231593
"e18396";221,91512255
"e184001";277,80054786
"e18401";217,80153418
"e184055";290,02295439
"e184081";217,20642364
"e184110";251,9194265
"e184130";326,44664225
"e184136";225,35684664
"e184192";201,7799965
"e184227";221,68643046
"e184233";318,49357322
"e18430";238,94804327
"e184384";160,70782018
"e18444";189,2604382
"e184463";254,6119049
"e184511";241,0264917
"e184545";239,60556106
"e184591";256,16800642
"e184656";309,05685247
"e184672";187,32895167
"e184673";249,29720109
"e01847";257,37091517
"e184703";181,6129495
"e18472";236,45090136
"e184722";247,43995768
"e184738";289,29419729
"e184755";316,97679006
"e184768";268,91356685
"e184780";191,08490883
"e184811";201,55305289
"e184839";166,72070513
"e184846";301,45303092
"e184867";240,5621136
"e184897";264,63822175
"e184962";436,05905323
"e184985";224,66287979
"e184986";267,29712039
"e185";242,63172996
"e18545";227,84295968
"e18555";171,24025447
"e18574";218,16481432
"e18609";304,90264558
"e18646";288,29424661
"e18655";207,99377721
"e18668";288,23663646
"e18669";234,81549063
"e18696";226,21647067
"e01871";221,70118045
"e18723";178,56951998
"e18728";206,69228114
"e18740";282,73112427
"e01876";290,98174857
"e18786";189,53306643
"e18814";282,53161833
"e18843";275,76451126
"e01889";199,2794473
"e18897";224,97599204
"e18907";265,43682835
"e18952";216,6618845
"e18970";242,4450462
"e18974";245,84718293
"e18999";299,26397999
"e01906";252,89216368
"e191145";236,11232409
"e191156";197,58234664
"e191202";262,08938763
"e19121";189,69325401
"e191221";228,33970706
"e191252";287,00835235
"e191254";211,00075767
"e191306";233,35434497
"e191313";241,56435075
"e191316";214,12981784
"e191319";242,38241478
"e191373";347,93791554
"e191405";310,4005362
"e191411";225,57724467
"e191420";176,89438738
"e191436";261,49311144
"e191583";313,65400738
"e191647";232,82599047
"e191661";247,36293493
"e191707";206,03978462
"e191769";159,63456788
"e191770";280,06841485
"e19181";294,90224209
"e19185";250,56292059
"e191855";193,60635012
"e19196";271,50275049
"e191972";250,47222384
"e191991";277,47048881
"e192003";225,20818109
"e192033";255,30573725
"e192068";197,83291714
"e192098";212,93372368
"e192184";186,89828784
"e192233";217,29788255
"e192255";228,52092122
"e192292";210,15216251
"e192362";265,14945013
"e192382";254,97437806
"e192435";277,69859808
"e192484";197,64076377
"e192537";216,92406669
"e192614";277,79888904
"e192627";211,21761391
"e192680";220,33664947
"e192810";227,27954593
"e192870";168,20301187
"e192920";180,37502634
"e192995";227,34558464
"e193015";338,58808075
"e193146";187,96306674
"e193164";217,52957844
"e193293";229,01645812
"e193319";245,28977678
"e193443";224,64517084
"e193446";304,57958045
"e193449";242,83199806
"e193485";250,60421159
"e193513";236,7981762
"e193521";222,21092934
"e193578";195,15769936
"e01936";253,95577693
"e193655";296,46278205
"e193774";332,19510336
"e01938";281,74439926
"e193812";235,36065743
"e193828";176,25493721
"e193834";300,71432094
"e19393";219,51253301
"e193930";255,30098498
"e193978";295,94191463
"e1940";288,41363634
"e194024";211,37358721
"e194073";234,03732779
"e194089";255,00576101
"e194216";225,82508036
"e194223";268,26165316
"e194239";238,30944493
"e19429";175,03615765
"e194298";296,97571407
"e194315";259,44003838
"e194321";217,67510569
"e19434";184,63149683
"e194344";226,00889483
"e194368";156,56329718
"e194376";197,15450727
"e194411";232,93955194
"e194440";256,71169374
"e19445";322,64903542
"e194456";213,47198623
"e194470";160,04523629
"e194505";305,60028872
"e194579";342,31673474
"e19458";243,55066778
"e19459";342,92977839
"e194653";266,95186303
"e194658";242,34076512
"e194686";224,5976929
"e194687";102,71359465
"e194769";312,2004833
"e194802";258,11244962
"e194857";246,08811438
"e194934";234,98585525
"e194938";244,83875885
"e194941";263,92165917
"e194952";253,61832047
"e19522";280,7006021
"e19565";264,2812182
"e01958";269,42470556
"e19586";204,27942488
"e19641";285,05601858
"e19663";225,50726067
"e19683";232,45809254
"e19737";255,97119045
"e19821";258,49509753
"e01988";267,52316735
"e19886";274,97697836
"e19892";319,95687085
"e19977";306,48434663
"e20103";226,90649224
"e201050";216,0830931
"e201059";248,39157861
"e201082";229,33678845
"e201092";221,00187849
"e201099";268,69541047
"e201118";172,29732214
"e20114";179,77686717
"e201155";159,76059287
"e201190";240,71243796
"e201270";274,85220869
"e201286";250,82913773
"e201290";273,01433304
"e201323";268,09092988
"e201324";270,07070132
"e201335";182,18636097
"e201360";223,75582266
"e201363";238,6622342
"e201391";224,87843587
"e201409";261,99295228
"e201453";177,45255569
"e201467";237,7917158
"e201493";172,08199022
"e201513";237,47308911
"e201520";236,38652147
"e201551";203,77312812
"e201620";270,06303491
"e201628";227,45071755
"e201664";252,65087357
"e201672";221,13108661
"e201674";204,9844206
"e201678";267,71823484
"e201692";193,31789591
"e201694";235,31308983
"e201710";116,99561984
"e201716";207,82807519
"e201718";239,57511959
"e20172";217,46645386
"e201722";271,20999233
"e201768";262,11866344
"e201785";306,46036108
"e201790";197,69814975
"e20180";171,57632111
"e201804";255,53303953
"e201845";269,95220824
"e201866";189,92033212
"e201875";174,86897615
"e201882";272,22173404
"e201889";268,57422742
"e201901";222,26069374
"e201909";199,38758401
"e201978";224,77173382
"e202060";236,37239914
"e202093";357,03247239
"e202094";326,03924663
"e202096";181,84406257
"e20210";336,76701741
"e202159";262,05083142
"e202224";257,16194951
"e202244";244,701167
"e202277";239,50885672
"e202313";267,88788214
"e202327";194,49865726
"e202378";192,224962
"e202417";184,82087056
"e202430";319,71544624
"e202431";238,22901489
"e202438";307,32962417
"e20244";313,17649327
"e202447";228,95839965
"e202498";209,48132938
"e20253";168,69747278
"e202533";186,89766018
"e202546";182,03536411
"e202548";285,53164971
"e202565";249,20547319
"e202570";246,66183967
"e202577";193,41720055
"e20262";219,15866775
"e202624";252,02603889
"e202630";209,33055669
"e202635";176,82964882
"e202682";231,31579773
"e202716";217,97234713
"e202735";201,91489839
"e202779";232,10404795
"e202791";282,20532524
"e20280";229,18574676
"e202862";258,74297806
"e202867";447,72358217
"e202899";235,98952706
"e202902";244,64844363
"e202907";242,49050666
"e202910";230,0803852
"e202915";305,2102434
"e202958";187,45071755
"e202968";252,62522921
"e203012";222,24670591
"e203022";214,96339402
"e203055";256,10335753
"e203084";239,54557478
"e203119";257,43731254
"e203125";372,18546431
"e203136";251,39802108
"e203152";267,82067778
"e203179";240,5787914
"e203185";246,89523921
"e203186";304,37635339
"e203231";217,07008711
"e203232";306,92890864
"e203247";222,05145908
"e203276";203,99823359
"e203281";190,4811904
"e203289";218,71697504
"e203292";215,48677208
"e203307";181,75789393
"e203339";165,69681373
"e203362";235,35236336
"e203376";336,93917535
"e203419";284,18451386
"e203428";268,00642006
"e203462";306,89990182
"e203492";231,38865103
"e203548";296,15738105
"e203579";200,23591017
"e203597";243,74977023
"e203608";185,36124025
"e203611";182,36560249
"e203617";219,03838136
"e203634";163,84885071
"e203665";230,65236202
"e20372";363,07145003
"e203731";282,85894257
"e203744";240,57793957
"e203745";180,1055364
"e203754";270,40851644
"e203782";174,36209656
"e203798";242,05110042
"e203809";215,70748394
"e203816";222,84343043
"e203851";199,13028859
"e203862";209,38865999
"e203865";216,47107612
"e203872";221,62388871
"e203881";257,24444185
"e203883";285,57007142
"e203896";333,24786708
"e204003";234,03531031
"e204006";179,07761005
"e204020";229,22493062
"e204043";231,45065478
"e204067";200,33700813
"e204083";229,14311077
"e204084";244,54541786
"e204113";227,67846815
"e204114";241,50010536
"e204122";316,16666144
"e204215";260,63061811
"e204229";238,92204025
"e204238";271,0098139
"e204263";227,96217009
"e204276";237,0183949
"e204282";229,25200963
"e204319";197,37607094
"e20432";233,97496537
"e204334";311,58268737
"e204336";217,89756603
"e204394";225,83099829
"e204410";230,35673456
"e204460";235,83395726
"e204468";227,53589986
"e204500";221,807748
"e204504";252,83675034
"e204563";177,20472
"e204601";248,87487615
"e204620";331,58053539
"e204630";206,88524149
"e204667";196,79669672
"e204669";198,4339456
"e204723";274,27637625
"e204725";305,45574779
"e204734";264,78114871
"e204756";179,95956082
"e204759";219,0290113
"e204776";244,5867537
"e204784";204,41858588
"e204791";244,65279241
"e2048";225,89537819
"e204823";283,72062891
"e204840";216,1194525
"e204865";245,01853836
"e204893";313,26732451
"e204926";211,84639387
"e204982";180,86464531
"e204990";262,01774482
"e20515";224,26929267
"e20528";199,77637401
"e20538";284,58581221
"e20543";235,98504378
"e20597";356,92980529
"e20618";242,11243169
"e20727";233,31708892
"e20732";170,62115839
"e20744";207,64659204
"e2076";255,83870953
"e20767";273,13645758
"e20772";225,19751088
"e20787";202,62944349
"e20796";201,80200941
"e20803";259,49863484
"e20812";257,3936454
"e20841";433,98095697
"e20855";261,01546283
"e2088";155,3993033
"e20896";243,5078973
"e20898";179,85388992
"e20904";273,21298716
"e20937";242,86436734
"e021017";250,61362648
"e021046";255,71393986
"e021077";189,98888147
"e021093";229,35606655
"e211117";257,60279039
"e21113";232,55228625
"e211135";189,6324159
"e211181";283,20594842
"e211214";206,83888438
"e21124";172,04809662
"e211244";207,63161788
"e211258";242,09893701
"e211340";349,98565351
"e211408";260,03824238
"e211442";230,10181528
"e211448";170,31907501
"e211497";139,05259335
"e211523";302,56344961
"e211531";244,68300972
"e211541";223,75851263
"e211568";279,46258927
"e211576";247,30850792
"e211585";318,70921897
"e211590";317,73616796
"e021163";246,12913639
"e211645";236,66627812
"e211685";192,49449677
"e211698";331,65598899
"e211787";182,08145222
"e021180";274,39437617
"e211803";231,82958158
"e211848";181,96578361
"e211863";238,53320541
"e021193";287,70460567
"e21194";212,64652479
"e021194";231,5213561
"e211952";238,80439899
"e212";233,84190163
"e212022";204,85283635
"e212054";268,20632949
"e212082";237,47264079
"e212132";193,6942224
"e212175";230,94462701
"e212200";120,4676509
"e212214";251,57528996
"e21223";190,81645005
"e212237";247,10595335
"e212238";255,4128428
"e212258";347,84251135
"e21226";216,22543723
"e212299";318,94638446
"e212314";201,43074902
"e212320";216,93339191
"e2124";265,5604772
"e212426";253,13381245
"e212464";226,09564629
"e212465";211,05805399
"e212466";272,8455824
"e212478";173,33062842
"e212516";276,50559737
"e021253";252,80249808
"e212662";269,7163429
"e212710";240,42120412
"e212719";263,02424109
"e212727";188,35006344
"e21274";248,87720745
"e212755";210,72297367
"e212777";243,81293964
"e021278";246,84542997
"e21279";248,54620692
"e212881";276,98826726
"e212928";215,34702826
"e212939";216,63355017
"e212965";280,65558998
"e212970";172,72291987
"e212987";248,70052141
"e212991";272,66284392
"e212997";228,50289844
"e213007";190,80703516
"e213042";204,37079412
"e213057";254,06382397
"e213077";241,91601921
"e21315";275,38051836
"e213172";309,94557299
"e213176";187,78100076
"e213223";210,46572309
"e213269";260,72638096
"e021327";245,11506337
"e213312";216,80494595
"e213334";221,68970325
"e213381";196,95970877
"e213382";234,05983385
"e213407";264,48534192
"e213412";251,74399577
"e213442";264,39872496
"e213457";157,63475618
"e21346";182,13327894
"e213498";179,72459213
"e213504";199,99309575
"e21353";66,942931863
"e213559";186,94737975
"e213601";228,80820978
"e213613";188,24865165
"e021366";267,97324379
"e021371";240,43523678
"e213712";231,95085429
"e021374";306,91550363
"e21375";225,229118
"e213752";212,73359008
"e213785";166,51339828
"e213793";213,96824045
"e02138";245,60808963
"e213801";205,96917297
"e213803";174,23109513
"e213845";273,92847376
"e213847";233,83853917
"e213856";300,02071275
"e213871";211,44460236
"e213903";210,50674509
"e213913";236,411583
"e21392";293,67561679
"e213938";203,17855558
"e213974";236,51971971
"e213981";256,56858745
"e213985";316,6728237
"e214010";236,74446651
"e214049";188,75445526
"e21405";230,24433874
"e214066";237,176834
"e214085";309,95234274
"e214097";234,04270772
"e214099";236,74948779
"e2141";329,16458568
"e214147";195,14649116
"e214164";298,51657244
"e214173";237,91962376
"e021427";362,55685919
"e214274";228,20094956
"e021428";225,55442477
"e214300";190,65437949
"e214308";316,72474008
"e214357";309,7360245
"e214385";244,74931742
"e214423";312,16627587
"e214434";335,76070047
"e214490";254,63176583
"e2145";198,75010648
"e021450";373,2431148
"e214515";237,03915248
"e021454";291,23335022
"e214569";245,11923282
"e214576";191,32839575
"e214629";194,49726744
"e214634";226,64256157
"e21465";250,09056225
"e214691";222,4840059
"e021470";268,33446163
"e214700";227,63125922
"e021473";122,72901713
"e214751";197,93096646
"e214773";220,40250884
"e021478";269,1434246
"e214809";284,30820754
"e214833";221,38739571
"e214873";222,65109773
"e021488";250,71167581
"e214889";212,36869595
"e214896";290,9458375
"e214957";213,15887398
"e021500";151,03433744
"e021501";433,72471266
"e021517";236,72998552
"e021519";249,88410722
"e21533";272,42397479
"e021538";263,10027752
"e02154";317,63031773
"e021558";209,01215417
"e21563";242,05733218
"e021566";245,50067025
"e21577";200,68970774
"e021597";245,35043555
"e21629";249,89921587
"e021632";227,11267827
"e21642";237,09133786
"e21644";269,37435833
"e02166";254,4057637
"e021666";233,08144774
"e21674";179,47249732
"e02169";292,82020704
"e21693";195,27359214
"e021705";275,67587682
"e021709";264,63629394
"e021712";266,02413798
"e21722";207,80610712
"e21738";207,3490816
"e02174";220,05101972
"e021760";191,56551641
"e021771";164,64306369
"e21774";146,23027917
"e21805";255,9746874
"e021807";210,76973428
"e021808";248,95889281
"e021822";303,79724816
"e21842";272,31794522
"e021852";247,51523194
"e21856";310,73243339
"e021870";277,13814329
"e021872";257,94629928
"e021881";208,50505041
"e021892";226,58768622
"e0219";278,53490906
"e021944";163,50000672
"e021953";301,79855728
"e021962";360,03447642
"e21967";251,961121
"e2197";203,05239609
"e2199";220,59394488
"e021994";277,48093485
"e02200";209,58726928
"e022008";248,40197982
"e022023";293,03320765
"e022029";230,04550529
"e022036";231,84921834
"e022046";256,95020421
"e022080";377,21175875
"e221078";240,54458397
"e022110";238,36965537
"e221104";232,95528825
"e022113";251,60366912
"e221189";231,00573411
"e221225";230,7068787
"e221234";304,30453125
"e221266";318,76830859
"e221291";255,57074391
"e022136";219,88993549
"e221412";300,37372619
"e221415";200,19591932
"e221482";216,92178022
"e221556";198,18243361
"e221580";314,85440549
"e221596";296,66784726
"e221602";317,50581706
"e022161";366,35706632
"e221691";267,62789676
"e221719";264,47023327
"e221735";239,50020399
"e221736";252,96573429
"e221746";293,29377586
"e221756";294,58303258
"e221764";288,64474941
"e221773";268,53818185
"e221816";317,35585135
"e221821";402,65316004
"e221865";255,76684256
"e022190";274,27480711
"e0222";299,10289575
"e222043";220,28603324
"e222044";178,32374659
"e022207";195,89770949
"e022210";215,48013683
"e022213";287,64717486
"e222131";169,33634012
"e222217";205,44314977
"e222226";325,91165249
"e222242";310,7235565
"e222298";292,48817535
"e222316";283,88081649
"e222348";183,61823081
"e222368";284,46924694
"e222396";152,16910034
"e222496";274,25633599
"e02225";260,72638096
"e222526";247,09250351
"e222566";215,79087294
"e022262";177,2655581
"e222623";235,86516088
"e222676";226,37970688
"e222707";189,51253301
"e222715";264,45436246
"e222768";270,18542844
"e222824";366,75343307
"e222846";334,23212629
"e222868";196,71173857
"e222917";232,10933822
"e222978";229,91741799
"e22300";221,62200573
"e223014";227,20799279
"e22305";282,10077516
"e223069";256,08394493
"e022308";225,77410547
"e223108";258,49527686
"e223139";347,47967954
"e223140";207,579836
"e022317";341,1846618
"e223189";247,22592591
"e022322";205,7778266
"e223314";406,79741404
"e022332";187,02897544
"e22333";223,63499827
"e223370";228,71195377
"e223448";233,73721705
"e223495";208,46842202
"e223535";271,56722005
"e223558";198,35970249
"e223568";263,6800104
"e22362";274,57630766
"e223734";152,07566879
"e223742";263,63423612
"e223804";243,42778109
"e22381";205,14747748
