"PERIODE";"Senti";"Sais_2014_2015";"Sais_2013_2014";"Sais_2012_2013";"Sais_2011_2012";"Sais_2010_2011";"Sais_2009_2010";"Sais_2008_2009";"Loc_Reg11";"Loc_Reg21";"Loc_Reg22";"Loc_Reg23";"Loc_Reg24";"Loc_Reg25";"Loc_Reg26";"Loc_Reg31";"Loc_Reg41";"Loc_Reg42";"Loc_Reg43";"Loc_Reg52";"Loc_Reg53";"Loc_Reg54";"Loc_Reg72";"Loc_Reg73";"Loc_Reg74";"Loc_Reg82";"Loc_Reg83";"Loc_Reg91";"Loc_Reg93";"Loc_Reg94";"MIN_Saison";"MAX_Saison";"IN_Def";"IN_Temp"
"23-05-2016";NA;142,5;131,3;118,2;127,4;148,1;135;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;118,2;148,1;NA;NA
"24-05-2016";NA;144,6;129;118,9;132;147,9;136;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;118,9;147,9;NA;NA
"25-05-2016";NA;147,3;127,8;119,6;137,9;147,3;136,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;119,6;147,3;NA;NA
"26-05-2016";NA;150;127,9;120,2;144,6;146,2;135,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120,2;150;NA;NA
"27-05-2016";NA;151,8;129,4;120,7;151,1;144,7;134,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120,7;151,8;NA;NA
"28-05-2016";NA;152,7;131,6;121,4;156,8;143,2;132,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;121,4;156,8;NA;NA
"29-05-2016";NA;152,9;133,9;122,4;160,4;141,8;130,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;122,4;160,4;NA;NA
"30-05-2016";NA;152,9;136;124;161,6;140,5;129,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;124;161,6;NA;NA
"31-05-2016";NA;153,2;137,7;126,6;160,2;139,6;130,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;126,6;160,2;NA;NA
"01-06-2016";NA;153,8;139,4;130,3;157,2;138,6;132,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;130,3;157,2;NA;NA
"02-06-2016";NA;155;141,2;135,3;153,5;137,1;135,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;135,3;155;NA;NA
"03-06-2016";NA;156,7;142,6;141,4;149,7;135;138,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;135;156,7;NA;NA
"04-06-2016";NA;158,4;143,6;147,8;145,6;132,5;139,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;132,5;158,4;NA;NA
"05-06-2016";NA;159,9;144,6;152,8;142,2;129,6;139,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;129,6;159,9;NA;NA
"06-06-2016";NA;160,8;145,4;155,8;139,1;126,6;138,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;126,6;160,8;NA;NA
"07-06-2016";NA;160,9;145,9;157,1;136,3;124,2;136,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;124,2;160,9;NA;NA
"08-06-2016";NA;160,4;146,6;156,8;133,7;121,9;134,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;121,9;160,4;NA;NA
"09-06-2016";NA;159,1;147,4;155,9;131,4;119,8;131,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;119,8;159,1;NA;NA
"10-06-2016";NA;156,6;148,4;154,5;129,5;118,2;129,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;118,2;156,6;NA;NA
"11-06-2016";NA;153,2;148,6;153,1;128;117;127,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;117;153,2;NA;NA
"12-06-2016";NA;149,4;147,9;151,7;127,1;116;126,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;116;151,7;NA;NA
"13-06-2016";NA;145,6;146,7;150,9;126,6;115,4;125,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;115,4;150,9;NA;NA
"14-06-2016";NA;141,8;145,4;150,5;126,3;114,8;125,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;114,8;150,5;NA;NA
"15-06-2016";NA;138,7;144,3;150;126,2;114;125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;114;150;NA;NA
"16-06-2016";NA;136,3;143,2;149,1;126,4;113,2;124,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;113,2;149,1;NA;NA
"17-06-2016";NA;134,1;142,2;147,6;126,6;112,7;124,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;112,7;147,6;NA;NA
"18-06-2016";NA;132,2;141,6;145,5;127;112;123,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;112;145,5;NA;NA
"19-06-2016";NA;130,7;140,6;142,8;127,2;111,3;122,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;111,3;142,8;NA;NA
"20-06-2016";NA;129,2;139,4;139,4;127;110,7;121,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;110,7;139,4;NA;NA
"21-06-2016";NA;127,8;138;135,7;126,5;110,4;121,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;110,4;138;NA;NA
"22-06-2016";NA;126,7;136,4;132,4;125,7;110,5;122,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;110,5;136,4;NA;NA
"23-06-2016";NA;126,2;134,6;129,9;124,8;110,8;123,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;110,8;134,6;NA;NA
"24-06-2016";NA;126;133;128,7;123,8;111,3;124,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;111,3;133;NA;NA
"25-06-2016";NA;125,9;131;128,5;123,2;111,8;125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;111,8;131;NA;NA
"26-06-2016";NA;126;128,8;128,9;122,9;112,4;125,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;112,4;128,9;NA;NA
"27-06-2016";NA;125,8;126,4;129,3;122,7;113,2;126,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;113,2;129,3;NA;NA
"28-06-2016";NA;125,7;124,3;129,3;122,4;114;126,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;114;129,3;NA;NA
"29-06-2016";NA;125,6;122,7;128,9;122,1;114,8;126,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;114,8;128,9;NA;NA
"30-06-2016";NA;125,4;121,7;128,4;121,9;115,2;126,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;115,2;128,4;NA;NA
"01-07-2016";NA;125;121,4;128;121,7;115,3;126;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;115,3;128;NA;NA
"02-07-2016";NA;124,4;121,3;128;121,7;115,2;125,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;115,2;128;NA;NA
"03-07-2016";NA;123,8;121,3;128,3;121,8;115;123,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;115;128,3;NA;NA
"04-07-2016";NA;122,9;120,9;129,1;121,7;115;122,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;115;129,1;NA;NA
"05-07-2016";NA;121,9;120,2;129,8;121,4;114,8;121,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;114,8;129,8;NA;NA
"06-07-2016";NA;121;119,2;130,7;120,6;114,5;120,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;114,5;130,7;NA;NA
"07-07-2016";NA;120,2;118;131,6;119,5;113,6;119,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;113,6;131,6;NA;NA
"08-07-2016";NA;119,5;116,8;132,7;118,4;112,5;118,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;112,5;132,7;NA;NA
"09-07-2016";NA;118,7;115,8;133,6;117,4;111,4;116,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;111,4;133,6;NA;NA
"10-07-2016";NA;117,9;114,8;134,3;116,4;110,4;115,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;110,4;134,3;NA;NA
"11-07-2016";NA;117;114,1;134,4;115,4;109,7;114;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;109,7;134,4;NA;NA
"12-07-2016";NA;116;113,8;133,8;114,6;109,1;112,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;109,1;133,8;NA;NA
"13-07-2016";NA;115;113,9;132,7;113,9;108,4;111,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;108,4;132,7;NA;NA
"14-07-2016";NA;114,2;114,5;131,3;113,4;107,5;110,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;107,5;131,3;NA;NA
"15-07-2016";NA;113,5;115,4;130,1;113;106,3;109,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106,3;130,1;NA;NA
"16-07-2016";NA;112,5;116,1;128,8;112,9;105;108,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;105;128,8;NA;NA
"17-07-2016";NA;111,6;116,6;127,5;113,1;103,8;107,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;103,8;127,5;NA;NA
"18-07-2016";NA;110,7;116,7;125,9;113,3;102,7;106,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;102,7;125,9;NA;NA
"19-07-2016";NA;110;116,5;124,1;113,5;101,9;105,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;101,9;124,1;NA;NA
"20-07-2016";NA;109,4;116,1;122,2;113,7;101,3;104,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;101,3;122,2;NA;NA
"21-07-2016";NA;109;115,7;120,4;114,1;100,7;104;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100,7;120,4;NA;NA
"22-07-2016";NA;108,5;115,2;119;114,5;100,4;103,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100,4;119;NA;NA
"23-07-2016";NA;107,9;114,8;118;115;100,3;102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100,3;118;NA;NA
"24-07-2016";NA;107,2;114,2;117,1;115,4;100,2;100,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100,2;117,1;NA;NA
"25-07-2016";NA;106,4;113,5;115,8;115,6;100,2;99,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99,9;115,8;NA;NA
"26-07-2016";NA;105,6;112,8;114,4;115,5;100,3;99,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99,2;115,5;NA;NA
"27-07-2016";NA;104,9;112,2;113;114,8;100,5;98,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;98,9;114,8;NA;NA
"28-07-2016";NA;104,3;111,8;111,9;113,9;100,7;98,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;98,7;113,9;NA;NA
"29-07-2016";NA;104;111,6;111;113;101;98,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;98,4;113;NA;NA
"30-07-2016";NA;103,8;111,3;110,5;112;101,2;98,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;98,2;112;NA;NA
"31-07-2016";NA;103,7;111;110,2;111,2;101,6;97,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;97,9;111,2;NA;NA
"01-08-2016";NA;103,7;110,6;110;110,5;101,9;97,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;97,6;110,6;NA;NA
"02-08-2016";NA;103,8;110,1;109,8;109,7;102,1;97,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;97,5;110,1;NA;NA
"03-08-2016";NA;104,1;109,6;109,6;108,9;102,1;97,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;97,4;109,6;NA;NA
"04-08-2016";NA;104,2;109,2;109,3;108,2;101,8;97,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;97,4;109,3;NA;NA
"05-08-2016";NA;104,3;108,7;109;107,6;101,2;97,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;97,3;109;NA;NA
"06-08-2016";NA;104,2;108,1;108,5;107,2;100,5;96,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;96,9;108,5;NA;NA
"07-08-2016";NA;103,9;107,4;107,9;106,9;99,7;96,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;96,5;107,9;NA;NA
"08-08-2016";NA;103,7;106,7;107;106,6;99,2;96,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;96,2;107;NA;NA
"09-08-2016";NA;103,4;106;106;106,5;98,9;95,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95,9;106,5;NA;NA
"10-08-2016";NA;103,2;105,4;105,5;106,5;98,7;95,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95,6;106,5;NA;NA
"11-08-2016";NA;103;104,8;105,2;106,6;98,5;95,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95,4;106,6;NA;NA
"12-08-2016";NA;102,7;104,5;105,3;106,7;98,5;95;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95;106,7;NA;NA
"13-08-2016";NA;102,4;104,2;105,5;106,8;98,3;94,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94,6;106,8;NA;NA
"14-08-2016";NA;102,3;103,9;105,4;107;98,2;94,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94,1;107;NA;NA
"15-08-2016";NA;102,2;103,6;105,2;107,2;98,2;93,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93,6;107,2;NA;NA
"16-08-2016";NA;102;103,3;104,8;107,2;98,4;93,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93,3;107,2;NA;NA
"17-08-2016";NA;101,8;102,9;104,2;106,9;98,7;93,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93,3;106,9;NA;NA
"18-08-2016";NA;101,8;102,7;103,6;106,4;98,8;93,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93,5;106,4;NA;NA
"19-08-2016";NA;101,5;102,6;103,1;105,8;98,7;93,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93,6;105,8;NA;NA
"20-08-2016";NA;101;102,5;102,7;105,2;98,5;93,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93,8;105,2;NA;NA
"21-08-2016";NA;100,5;102,3;102,2;104,7;98,1;93,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93,9;104,7;NA;NA
"22-08-2016";NA;99,9;101,9;101,6;104,1;97,8;94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;104,1;NA;NA
"23-08-2016";NA;99,4;101,4;101,1;103,6;97,3;94,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94,3;103,6;NA;NA
"24-08-2016";NA;99,1;101;100,6;103;97,1;94,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94,5;103;NA;NA
"25-08-2016";NA;99;100,5;100,1;102,3;96,8;94,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94,6;102,3;NA;NA
"26-08-2016";NA;99,1;100,4;99,8;101,5;96,7;94,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94,7;101,5;NA;NA
"27-08-2016";NA;99,2;100,4;99,6;101;96,3;94,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94,8;101;NA;NA
"28-08-2016";NA;99,1;100,5;99,5;100,6;96,2;94,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94,7;100,6;NA;NA
"29-08-2016";NA;99;100,5;99,5;100,3;96,1;94,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94,6;100,5;NA;NA
"30-08-2016";NA;98,8;100,5;99,6;100;96,1;94,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94,5;100,5;NA;NA
"31-08-2016";NA;98,5;100,5;99,5;99,6;95,9;94,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94,6;100,5;NA;NA

