"PERIODE";"Senti";"Sais_2014_2015";"Sais_2013_2014";"Sais_2012_2013";"Sais_2011_2012";"Sais_2010_2011";"Sais_2009_2010";"Sais_2008_2009";"Sais_2007_2008";"Loc_Reg11";"Loc_Reg21";"Loc_Reg22";"Loc_Reg23";"Loc_Reg24";"Loc_Reg25";"Loc_Reg26";"Loc_Reg31";"Loc_Reg41";"Loc_Reg42";"Loc_Reg43";"Loc_Reg52";"Loc_Reg53";"Loc_Reg54";"Loc_Reg72";"Loc_Reg73";"Loc_Reg74";"Loc_Reg82";"Loc_Reg83";"Loc_Reg91";"Loc_Reg93";"Loc_Reg94";"MIN_Saison";"MAX_Saison";"IN_Def";"IN_Temp"
"18-02-2016";45,4285714285714;636,396933697101;82,1615336829115;469,007020802076;155,977401161742;60,1980802962207;5,04751730020556;NA;NA;45;22,055;64,05;115,185;42,85;129,895;30,47;68,55;14,775;4,255;10,235;75,605;167,945;36,62;79,87;41,02;139,56;91,91;386,26;169,035;30,93;0;5,04751730020556;636,396933697101;61,6839387317116;NA
"19-02-2016";45,4285714285714;593,234318660306;82,7874022136442;443,49216110535;170,136525500495;51,1376795805838;5,02047280486683;NA;NA;48,46;26,95;62,18;124,895;42,39;133,795;34,77;71,46;14,965;4,755;14,19;82,03;173,885;36,765;80,75;42,42;147,47;99,88;397,6;151,39;36,31;0;5,02047280486683;593,234318660306;65,5951814366681;NA
"20-02-2016";45,4285714285714;542,939304646035;82,1582922761576;424,732594038674;184,298681582705;42,6508582720959;4,80152646710121;NA;NA;50,83;30,305;59,46;123,745;42,49;140,62;35,69;68,98;15,91;5,595;18,52;89,59;174,815;35,995;82,36;41,32;149,5;107,025;370,06;147,21;43,58;0,07;4,80152646710121;542,939304646035;68,154591691355;NA
"21-02-2016";45,4285714285714;482,092531122179;79,0415963653949;405,695481794634;198,273643629083;36,4989503845583;4,43116902758159;NA;NA;51,55;33,745;55,88;123,85;40,74;148,485;34,75;66,11;17,045;6,215;22,695;100,48;167,855;33,9;77,98;41,2;150,53;111,545;312;145,64;49,92;0,855;4,43116902758159;482,092531122179;68,9547607743142;NA
"22-02-2016";42,7142857142857;415,60585630538;72,9456485757449;380,589748139871;210,194705348284;32,6254973503235;4,00854621868333;NA;NA;49,23;35,665;50,65;120,125;39,21;157,3;32,71;64,415;18,685;6,485;25,42;111,8;166,125;30,52;70,79;41,91;145,18;117,655;264,95;157,785;56,69;3,9;4,00854621868333;415,60585630538;68,8863587812871;NA
"23-02-2016";42,7142857142857;357,933121302364;65,1998697289201;347,696167245505;216,586311800347;29,9589974766481;3,58720920557165;NA;NA;48,34;37,17;49,52;112,725;38,79;170,22;31,01;60,925;18,895;6,195;27,56;121,515;178,135;29,67;65,36;44,16;136,25;120,91;225,05;172,54;61,82;11,605;3,58720920557165;357,933121302364;68,2332564618795;NA
"24-02-2016";42,7142857142857;310,481097448509;58,0136964636027;311,606216867979;215,082057111334;27,8081582821454;3,16451558685266;NA;NA;45,49;37,795;47,88;104,005;38,63;181,915;30,44;58,93;19,52;5,88;27,67;130,96;189,235;29,035;62,59;47;127,72;119,245;194,77;182,92;65,74;27,38;3,16451558685266;311,606216867979;66,9891810887489;NA
"25-02-2016";42,7142857142857;263,618389306604;52,146223609593;280,776939638552;205,278897804421;25,3727562158151;2,79579936825685;NA;NA;42,99;38,315;49,74;92,805;39,07;193,535;28,47;54,875;20,125;6,16;27,595;138,215;204,115;29,335;61,64;49,48;121,64;113,64;177,92;171,23;65,61;57,62;2,79579936825685;280,776939638552;65,2871368704891;NA
"26-02-2016";42,7142857142857;217,20802434519;46,738019887041;256,654693688212;190,489030767143;22,4172147834261;2,52398960097048;NA;NA;40,7;37,8;52,21;88,57;40,1;202,795;27,19;51,755;22,575;6,635;27,05;145,36;208,775;29,67;54,62;48,97;115,15;101,13;166,14;146,49;61,83;128,405;2,52398960097048;256,654693688212;62,7904910768771;NA
"27-02-2016";42,7142857142857;173,91352698313;41,372329823825;233,497527106247;175,843467761139;19,3173869330396;2,34536711145323;NA;NA;37,2;37,435;53,35;85,65;41,14;195,925;28,5;51,525;24,305;7,24;25,96;142,11;200,425;28,81;47,58;45,99;105,4;87,945;148,99;110,645;54,31;243,565;2,34536711145323;233,497527106247;59,5781133580278;NA
"28-02-2016";42,7142857142857;134,93958336091;36,0661265819058;208,635896411372;163,76643934013;16,7515470379281;2,23737171257114;NA;NA;33,71;37,985;58,77;83,555;41,65;184,41;29,86;55,41;25,79;7,76;24,65;137,71;187,925;29,275;42,54;40,19;93,24;74,065;133,64;82,93;49,56;299,21;2,23737171257114;208,635896411372;56,3806738092893;NA
"01-03-2016";50,4285714285714;102,924332554267;30,8779489254434;182,510865619222;144,080564239274;14,8297159699721;2,18438612316876;NA;NA;32,31;45,7;79,15;88,27;41,78;150,66;34,97;70,73;30,14;9,32;23,65;121,715;161,835;27,925;37,09;28,55;74,25;60,83;111,7;46,61;49,71;270,955;2,18438612316876;182,510865619222;53,6799910400885;NA
"02-03-2016";50,4285714285714;81,2877910288868;26,130217626983;155,80410503149;134,83380041477;13,0900012362279;2,19435547559707;NA;NA;34,84;55,075;97,22;103,16;45,41;138,89;37,64;85,71;33,575;9,92;21,855;115,825;151,04;27,955;35,5;24,87;66,83;57,97;102,41;34,81;53,56;256,68;2,19435547559707;155,80410503149;54,8663334456095;NA
"03-03-2016";50,4285714285714;68,9624760322358;22,6339806858879;130,697314511786;124,143165813959;11,3915509618177;2,26285585701564;NA;NA;39,6;64,155;113,76;130,735;52,1;128,29;38,47;105,35;41,125;10,27;21,41;111,4;150,895;28,825;35,3;25,04;60,42;57,33;97,48;27,345;57,11;266,67;2,26285585701564;130,697314511786;57,5154857838356;NA
"04-03-2016";50,4285714285714;61,6378011780245;20,3341022126271;111,555273382007;112,524382060341;9,78349812871809;2,35507054092385;NA;NA;43,13;69,9;139,52;160,685;60,79;126,935;40,24;134,64;50,075;10,185;19,445;110,585;140,015;30,665;37,3;25,93;57,47;57,065;94,06;22,665;61,15;175,365;2,35507054092385;112,524382060341;60,7381985482417;NA
"05-03-2016";50,4285714285714;56,6725988294418;18,4508107740209;98,382600285279;102,726930723078;8,29477658908896;2,40865004602989;NA;NA;45,5;69,47;165,05;221,125;65,42;123,46;40,75;166,89;59,035;9,6;16,44;110,9;135,69;32,9;39,98;25,79;54,84;52,44;88,85;21,495;64,05;128,415;2,40865004602989;102,726930723078;63,9260241133781;NA
"06-03-2016";50,4285714285714;52,320268543513;16,5783464422685;87,6632591647427;95,7084505250021;6,99303272951638;2,41377296642254;NA;NA;46,91;73,805;190,4;266,455;72,47;129,8;40,58;201,76;70,065;9,465;13,335;122,68;133,415;34,56;44,04;26,95;54,06;47,72;83,61;20,295;64,88;102,81;2,41377296642254;95,7084505250021;67,2205713515467;NA
"07-03-2016";57,4285714285714;47,0817254966854;14,5173879242977;77,6487785834418;89,733624564572;5,99306830658708;2,39518755132997;NA;NA;44,06;81,13;210,61;319,87;79,44;133,81;38,73;236,32;80,635;9,89;11,22;143,595;138,17;37,37;48,84;27,37;56,24;45,465;80,25;18,975;69,9;75,605;2,39518755132997;89,733624564572;70,8752047051225;NA
"08-03-2016";57,4285714285714;40,8606053397318;12,3736914914079;67,1211835344747;83,0774708539851;5,29035287506392;2,36327214789474;NA;NA;41,18;97,775;200,44;378,22;93,05;150,545;39,61;266,555;89,595;11,705;10,155;179,975;143,855;40,82;57,87;26,05;61,5;43,965;85,73;18,935;77,73;73,225;2,36327214789474;83,0774708539851;76,1286488290254;NA
"09-03-2016";57,4285714285714;35,0447475657938;10,3689097430069;55,6632338455841;74,9010309053406;4,7581419553027;2,3182829222418;NA;NA;37,15;112,275;206,44;398,01;112,55;164,585;42,51;287,39;104,335;15,085;10,555;240;143,09;46,32;69,47;25,09;70,55;42,695;101,58;18,5;94,93;75,86;2,3182829222418;74,9010309053406;83,6579310125501;NA
"10-03-2016";57,4285714285714;30,3485606499964;8,8423870040599;44,5031355404244;65,9341350647728;4,33497094876876;2,26548296577909;NA;NA;32,82;124,355;196,1;412,92;129,56;183,72;44,35;308,38;120,38;19,605;11,545;311,595;130,46;52,325;94,27;23,61;87,46;44,41;130,42;18;118,72;71,545;2,26548296577909;65,9341350647728;92,3669231570725;NA
"11-03-2016";57,4285714285714;26,4892691236614;7,86699779026419;35,721387183008;57,2875026790814;3,98078914679452;2,20435720278021;NA;NA;29,17;135,355;206,22;402,365;143,91;193,2;45,97;333,845;142,555;25,595;13,775;377,575;125,085;60,005;128,87;21,31;116,83;46,525;177,05;17,505;138,38;62,725;2,20435720278021;57,2875026790814;101,416756775675;NA
"12-03-2016";57,4285714285714;23,1453178602805;7,23715459717494;29,6153981368887;50,5498044707355;3,68161171527387;2,11592493004578;NA;NA;26,64;144,735;201,87;401,81;147,2;226,98;48,07;353,745;167,385;31,245;16,965;454,245;119,46;66,915;159,12;20,28;149,56;50,03;230,68;17,955;156,5;52,79;2,11592493004578;50,5498044707355;110,779548002399;NA
"13-03-2016";57,4285714285714;19,9889865623761;6,78426809824859;25,0382866437062;45,9271574094959;3,43670632895204;2,01718818765305;NA;NA;24,69;146,4;198,34;385,045;160,5;281,495;50,44;373,845;195,16;37,44;20,63;531,47;117,2;74,315;187,89;21,02;191,27;55,925;287,6;16,515;169,9;54,94;2,01718818765305;45,9271574094959;120,240394831333;NA
"14-03-2016";66,7142857142857;17,08059250606;6,39309879926855;21,3807038890422;42,1351301388262;3,27171484235462;1,94884501349481;NA;NA;23,98;140,545;201,07;374,485;175,83;329,935;52,93;374,43;213,46;43,805;24,795;582,75;127,97;81,755;209,67;23;249,47;62,025;368,6;14,9;183,52;82,26;1,94884501349481;42,1351301388262;129,224747621233;NA
"15-03-2016";66,7142857142857;14,6143875299832;5,99879814145296;18,3581763150595;38,6553220048046;3,15193694231291;1,93438803326095;NA;NA;25,19;132,945;212,96;379,525;186,14;380,025;57,78;379,05;253,195;51,03;29,175;605,935;144,815;87,665;234,41;27,25;309,11;69,83;442,15;12,565;186,28;88,06;1,93438803326095;38,6553220048046;138,59624874966;NA
"16-03-2016";66,7142857142857;12,9150588957465;5,61189870800596;15,7928478498601;35,4624231206322;3,03472427939583;1,97384720096492;NA;NA;28,13;125,38;240,7;387,24;197,18;432,22;62,38;378,77;288,535;60,18;32,06;597,27;167,19;96;258,2;32,38;367,19;75,715;548,9;11,08;183,21;125,505;1,97384720096492;35,4624231206322;148,608656777673;NA
"17-03-2016";66,7142857142857;11,9286558832736;5,31535457826871;13,7236709237839;32,5342051983566;2,9008349082131;2,03841606605068;NA;NA;30,47;144,45;266,94;394,805;209,45;490,475;66,49;366,315;321,085;67,215;33,585;567,16;193,685;105,845;294,27;37,02;396,09;76,67;649,23;11,065;170,39;194,06;2,03841606605068;32,5342051983566;157,237909295801;NA
"18-03-2016";66,7142857142857;11,2209188616198;5,11018425097526;12,3987648924102;29,8337030692133;2,74482043211168;2,1210051137553;NA;NA;32,04;158,48;287,61;408,28;216,54;545,54;67,22;360,05;346,04;70,58;33,475;519,915;226,1;123,095;322,43;42,34;399,33;74,045;712,62;13,69;152,41;258,33;2,1210051137553;29,8337030692133;162,525282557454;NA
"19-03-2016";66,7142857142857;10,5539428586226;4,90360183195678;11,5507921281952;27,7903038276447;2,57264240061369;2,22102124150747;NA;NA;32,11;166,05;309,09;404,735;222,51;589,98;71,56;358,155;347,045;70,415;33,245;466,31;252,895;142,035;337,46;46,53;394,54;67,365;729,93;16,425;139,03;292,2;2,22102124150747;27,7903038276447;164,046406635811;NA
"20-03-2016";66,7142857142857;9,84842800353769;4,64993290009131;10,7028632776047;26,2859814506722;2,40156142211378;2,31645286159813;NA;NA;31,85;170,305;303,47;399,925;224,72;616,995;75,3;346,075;336,575;69,545;33,49;407,675;273,905;161,55;331,99;51,5;376,68;59,955;699,72;18,565;120,8;324,3;2,31645286159813;26,2859814506722;162,23718282719;NA
"21-03-2016";59,7142857142857;9,09614553796157;4,35831187653017;9,80466699092506;24,1663405974806;2,27391321745485;2,40070798981526;NA;NA;31,34;180,685;268,75;387,085;224,19;623,64;81,16;315,055;326,92;68,525;32,36;362,915;291,96;176,99;324,32;54,22;361,03;54,39;641,42;21,43;101,31;343,275;2,27391321745485;24,1663405974806;158,934146675576;NA
"22-03-2016";59,7142857142857;8,40138215670555;4,0231819375196;8,91080408353122;21,1197842123821;2,19557854664778;2,46631770237014;NA;NA;30,87;192,9;254,92;383,955;223,52;606,815;84,83;295,065;304,69;67,205;32,75;329,37;306,35;191,58;354,49;53,92;360,61;49,895;570,31;23,11;87,57;307,62;2,19557854664778;21,1197842123821;154,563324871057;NA
"23-03-2016";59,7142857142857;7,94718364285717;3,6774769075127;8,08055871583021;17,6100513470149;2,146325432569;2,48805881959843;NA;NA;30,92;194,89;239,93;364,375;215,64;578,455;84,57;279,085;281,955;64,2;34,83;301,805;320,025;193,94;379,67;53,65;344,8;45,715;486,22;24,245;75,57;136,7;2,146325432569;17,6100513470149;148,380767415696;NA
"24-03-2016";59,7142857142857;7,72493820406111;3,40994534560812;7,3544442417163;14,1196193102959;2,09426420340559;2,43898464979452;NA;NA;29,74;178,915;216,06;340,4;205,28;545,26;80,39;259,765;251,5;59,595;38,75;277,835;320,255;191,87;382,54;52,27;334,58;40,825;413,09;25,63;63,97;51,385;2,09426420340559;16,0454964828115;140,149395839001;NA
"25-03-2016";59,7142857142857;7,5756422107785;3,22529842572208;6,84758848429157;11,0961272025754;2,0396003528916;2,33419418441661;NA;NA;29,15;151,66;181,23;294,775;193,16;514,305;72,58;225,255;201,005;52,83;45,995;254,055;327,585;175,015;373,05;51,26;318,93;35,58;344,61;25,42;51,08;17,24;2,0396003528916;16,2321420697379;128,511725017302;NA
"26-03-2016";59,7142857142857;7,44041214008168;3,08732641880388;6,5436859428351;8,91590107570353;2,00055295920307;2,23582285090282;NA;NA;27,19;117,37;150,06;242,605;167,86;454,99;63,04;182,945;138,61;44,355;52,65;220,65;324,3;154,535;333,17;49,08;296,85;31,3;292,17;23,59;39,93;3,17;2,00055295920307;17,0558321854215;112,531296368635;NA
"27-03-2016";59,7142857142857;7,28385292746666;3,01064706994385;6,29018817520219;7,48510060707218;1,98332998066425;2,15068500879218;NA;NA;24,11;84,79;127,79;202,25;141,86;378,115;53,97;141,025;87,475;35,155;59,89;181,375;306,44;129,55;302,48;43,38;276,89;29,83;245,01;22,31;30,97;0,18;1,98332998066425;18,0995581201067;95,1849766993112;NA
"28-03-2016";37,4285714285714;7,04428846306202;2,96267390470861;6,04121308784088;6,52896974242183;1,99676408551016;2,04768191552266;NA;NA;21,17;61,235;118,16;177,32;121,09;314,16;48,27;109,725;56,25;27,84;65,355;149,985;264,58;114,235;278,72;36,56;277,01;28,9;210,24;20,155;23,11;0;1,99676408551016;18,8334255654103;81,685769595655;NA
"29-03-2016";37,4285714285714;6,66312811985632;2,88886926631804;5,77912654222164;5,95250616576451;2,03198521409655;1,93411310704564;NA;NA;19,2;46,41;106,37;154,18;112,64;265,41;45,53;91,93;39,275;22,865;69,62;126,075;222,92;97,39;259,76;31,38;283,27;29,295;190,05;19,77;19,84;0;1,93411310704564;18,9552618358376;72,2553907947195;NA
"30-03-2016";37,4285714285714;6,22246307538149;2,77855862618431;5,48570099978194;5,62532912659793;2,07929275208038;1,823960258071;NA;NA;16,99;35,39;101,43;136,06;108,13;225,57;42,99;80,565;29,635;17,795;68,605;109,48;185,245;88,045;233,12;26,14;280,15;29,74;176,23;18,95;19,42;0;1,823960258071;18,5961170979371;64,4538341473356;NA
"31-03-2016";37,4285714285714;5,78118835435022;2,65557898198706;5,16094602611919;5,38242794870015;2,1284026112747;1,72804196576186;NA;NA;15,2;25,84;103,16;119,43;99,35;200,335;41,74;69,94;23,655;13,845;62,085;96,39;158,415;78,425;205,09;22,83;264,94;30,075;168,47;20,55;19,39;0,035;1,72804196576186;17,9831525978032;57,3857582936745;NA
"01-04-2016";37,4285714285714;5,33911955540858;2,54349892996757;4,84689533443986;5,15118731084609;2,16140142502792;1,64695452289951;NA;NA;13,86;19,155;98,87;100,79;85,94;186,015;39,17;60,77;19,38;11,495;51,605;83,775;134,52;66,72;172,54;20,18;231,23;28,535;148,68;20,445;18;3,365;1,64695452289951;17,5084844839737;50,4238195606818;NA
"02-04-2016";37,4285714285714;4,90635583335514;2,46353816979781;4,64756791206946;4,96201057839362;2,16260780426383;1,56843163024168;NA;NA;12,43;15,75;80,81;81,245;73,26;160,385;36,09;50,93;16,29;9,495;41,355;71,99;112,75;56,56;146,16;18,24;188,9;25,565;132,28;18,02;15,7;30,935;1,56843163024168;17,1266686937601;43,0246249569492;NA
"03-04-2016";37,4285714285714;4,47337115913984;2,42292593159459;4,61832835387793;4,78383471322457;2,13113154464212;1,48701057780614;NA;NA;10,29;13,47;63,11;63,995;62,89;121,375;31,49;41,11;14,24;8,33;30,575;60,99;90,625;47,14;123,36;15,88;146,81;22,61;107,95;14,325;12,72;118,725;1,48701057780614;16,7380821695049;35,5990815090875;NA
"04-04-2016";20,4285714285714;4,03902226851081;2,39538904970907;4,75039311662161;4,58271566683897;2,06416906850082;1,40704105569918;NA;NA;8,51;12,005;51,93;50,06;52,7;93,665;25,76;32,51;12,75;7,23;22,385;51,77;72,32;40,195;98,4;14,22;110,82;19,46;88,18;10,44;9,52;300,14;1,40704105569918;16,4350808917561;29,2655499405112;NA
"05-04-2016";20,4285714285714;3,62307266584365;2,3570705291888;4,97443391822122;4,43070587993061;1,96672127433961;1,34518981755632;NA;NA;6,99;10,25;45,26;41,05;42,56;67,08;20,33;26,525;12,37;6,455;16,43;45,41;64,395;33,18;81,9;13,1;85,7;17,225;74,62;7,31;7,52;571,49;1,34518981755632;16,2758443451261;24,6842179082194;NA
"06-04-2016";20,4285714285714;3,30879305417797;2,30144857490773;5,16260186757374;4,37181592192346;1,85773637514632;1,31756104264983;NA;NA;5,93;8,675;40,93;33,235;37,48;51,595;15,39;20,845;11,42;6,03;12,255;39,525;60,565;28,985;71,55;12,84;71,56;15,77;66,14;5,665;5,88;836,395;1,31756104264983;16,3569554116312;21,3768382800576;NA
"07-04-2016";20,4285714285714;3,14562588363507;2,24507076140629;5,25264967745169;4,36152309614478;1,76602013402603;1,33240270336902;NA;NA;5,1;7,62;36,27;25,79;33,52;40,49;11,8;15,985;9,435;5,69;8,885;37,67;53,485;26,345;64,24;11,83;64,61;14,14;60,08;4,93;5,25;986,665;1,33240270336902;16,7314473387899;18,4926361746985;NA
"08-04-2016";20,4285714285714;3,06468455966162;2,21405806326329;5,25414934108337;4,32470308784389;1,71168815363042;1,37017565733371;NA;NA;4,37;6,79;31,4;18,975;27,95;30,595;8,88;11,83;7,625;5,385;6,19;34,63;49,5;25,635;60,68;10,62;61,01;12,36;52,88;3,83;5,54;938,79;1,37017565733371;17,1866603309276;15,878965586545;NA
"09-04-2016";20,4285714285714;2,95647091859195;2,19329607688432;5,17304621684523;4,27924641113713;1,68579734298121;1,39301957713615;NA;NA;3,78;6,245;25,49;14,38;22,08;22,615;6,86;8,49;6,16;5,255;4,33;32,235;42,285;25,46;54,92;8,95;57,18;10,71;45,5;2,53;6,14;712,085;1,39301957713615;17,3815462522811;13,4403058564674;NA
"10-04-2016";20,4285714285714;2,76967031611242;2,14328145306164;4,98994309957874;4,23509846602461;1,67232500230336;1,40177015400258;NA;NA;3,31;6,585;19,51;11,16;17,79;17,035;5,65;5,89;4,9;5,18;3,025;29,46;34,235;24,57;48,46;7,3;53,64;9,11;37,74;1,6;5,91;447,3;1,40177015400258;17,0783316171677;11,1777700372179;NA
"11-04-2016";10,5714285714286;2,50822683365448;2,05714475051364;4,71234986639566;4,18672177511226;1,66572481421738;1,42155118026512;NA;NA;2,9;6,875;15,76;8,915;13,7;14,035;4,94;3,685;4,55;5,515;2,225;27,025;26,71;22,355;43,54;5,53;48,88;7,55;31,24;0,915;5,75;247,62;1,42155118026512;16,1298711871444;9,33775310082407;NA
"12-04-2016";10,5714285714286;2,21550305186541;1,93971751097468;4,35519945877102;4,12663636994348;1,67985966733088;1,45630864632285;NA;NA;2,68;7,435;12,09;7,725;10,35;13,075;4,4;2,525;4,465;5,53;1,875;24,08;19,92;20,76;38,61;4,12;42,73;6,62;25,94;0,66;5,51;153,955;1,45630864632285;14,9235146939897;8,03288401625317;NA
"13-04-2016";10,5714285714286;1,95203717536045;1,80036258495372;3,92613176020807;4,01070340156569;1,70045330204518;1,47717215160528;NA;NA;2,64;8,585;9,71;7,075;7,78;13,395;3,9;1,84;4,78;5,375;1,83;20,24;14,395;19,31;33,04;3,09;36,47;5,91;21,07;0,515;4,87;136,5;1,47717215160528;13,8862330718705;7,0715077466197;NA
"14-04-2016";10,5714285714286;1,75461096191226;1,67491284292711;3,48055125153834;3,81250448021118;1,70693020346576;1,44769687111237;NA;NA;2,61;8,665;7,76;7,045;6,62;13,975;3,52;1,43;5,2;5,08;1,795;16,82;10,815;16,93;28,79;2,45;30,44;5,42;16,94;0,535;4,21;137,055;1,44769687111237;13,2653187859715;6,29486382413155;NA
"15-04-2016";10,5714285714286;1,62528864093849;1,58999219549632;3,11271729458059;3,57219601092807;1,71848774721672;1,37975253846371;NA;NA;2,49;7,605;6,37;6,835;6,13;13,83;3,26;1,265;5,71;4,48;1,705;13,465;9,58;14,235;23,81;1,93;24,37;4,9;14,06;0,62;3,29;125,875;1,37975253846371;12,8744373833505;5,59130751162787;NA
"16-04-2016";10,5714285714286;1,53037920843072;1,53447816336692;2,85544612355744;3,34365796637098;1,73059528992872;1,30071405538477;NA;NA;2,14;6,725;5,31;6,86;6,18;12,57;3,04;1,31;5,725;3,8;1,565;10,415;9,06;11,36;18,32;1,52;18,22;4,285;12,13;0,825;2,38;108,29;1,30071405538477;12,3889034143502;4,91174086892949;NA
"17-04-2016";10,5714285714286;1,45315061267462;1,48338058948152;2,69325418603311;3,15935654204072;1,72472833701281;1,23953766807623;NA;NA;1,85;5,625;4,54;6,64;6,24;10,78;2,79;1,51;5,7;2,945;1,19;8,3;9,205;8,97;13,09;1,33;13,22;3,86;10,99;1,245;1,77;74,68;1,23953766807623;11,7106850938223;4,30149423769603;NA
"18-04-2016";5,42857142857143;1,39222746745641;1,4274582725467;2,57635857387741;3,03068507299253;1,69826655924335;1,20209491019972;NA;NA;1,64;4,715;4,29;6,37;6,59;9,08;2,88;1,865;5,255;2,25;0,88;6,975;9,88;6,93;10;1,15;9,63;3,79;10,24;1,78;1,36;27,675;1,20209491019972;10,7273795465853;3,86319446945205;NA
"19-04-2016";5,42857142857143;1,34596953322075;1,37144164249446;2,4490523890103;2,92368193953993;1,66621748353006;1,1804413860952;NA;NA;1,44;3,965;4,12;6,04;6,75;7,575;2,89;2,34;4,71;1,78;0,645;6,095;10,8;5,685;7,5;1,1;7,97;3,68;10,16;2,58;1,2;17,685;1,1804413860952;9,57752038423222;3,59146189935315;NA
"20-04-2016";5,42857142857143;1,32330465761749;1,32411983569814;2,31061607376319;2,81088469615652;1,6277298886722;1,17655067556224;NA;NA;1,24;3,355;3,66;5,985;6,75;6,05;3,09;2,855;4,09;1,465;0,46;5,875;12,765;5,165;5,82;1,43;6,34;3,64;11,11;3,295;1,05;9,5;1,17655067556224;8,37342853192238;3,43145155912676;NA
"21-04-2016";5,42857142857143;1,30629548276029;1,29840928519317;2,17491466025596;2,69217711760407;1,56293873223619;1,17467170365437;NA;NA;1,06;2,93;2,8;5,59;6,59;4,665;3,04;3,1;3,61;1,2;0,375;5,825;14,235;4,815;4,78;2,01;5,44;3,795;12,64;3,97;1,04;3,75;1,17467170365437;7,2670066728135;3,3286015670126;NA
"22-04-2016";5,42857142857143;1,26011967303415;1,29630192023348;2,07073095691714;2,56941260030332;1,46106072160003;1,17101859929732;NA;NA;0,92;2,65;2,48;5,46;6,61;3,855;2,8;2,925;3,02;1,03;0,35;5,675;14,04;4,55;4,05;2,58;4,76;3,855;12,82;4,115;1,08;0,81;1,17101859929732;6,43136284514415;3,19239106201448;NA
"23-04-2016";5,42857142857143;1,192765836232;1,30613785518645;2,00182750580185;2,470814361087;1,3401339482899;1,17700789907444;NA;NA;0,84;2,28;2,27;4,97;6,71;3,225;2,48;2,445;2,375;0,94;0,37;5,345;13,655;4,13;3,43;2,94;4,31;3,785;12,46;4,09;1,06;0,065;1,17700789907444;5,75651044820735;2,99488978765766;NA
"24-04-2016";5,42857142857143;1,12428911061751;1,31326168431448;1,9583343865071;2,40167484090837;1,22208938520448;1,17838641445548;NA;NA;0,84;1,835;1,72;4,645;6,98;2,805;2,14;1,85;1,79;0,93;0,43;4,855;12,86;3,47;2,81;3,37;4,01;3,82;11,58;3,72;1,07;0;1,12428911061751;5,12552169021469;2,7739632636501;NA
"25-04-2016";3;1,06720498987685;1,30352521090485;1,93743863921256;2,3278038842603;1,12294831955418;1,15732763759593;NA;NA;0,9;1,53;1,19;4,365;7,1;2,655;1,87;1,37;1,5;0,905;0,46;4,145;12,225;3,04;2,75;3,62;3,92;3,65;10,4;3,11;1;0;1,06720498987685;4,67441747420844;2,59376064041985;NA
"26-04-2016";3;1,02614593801964;1,26402758545102;1,91621640612762;2,22475140853996;1,04262287288014;1,10682753675607;NA;NA;0,97;1,325;1,03;4,145;7,24;2,69;1,68;0,99;1,355;0,85;0,53;3,63;11,495;2,835;2,9;3,93;4,28;3,57;8,82;2,55;0,88;0;1,02614593801964;4,58576198857554;2,46590496448725;NA
"27-04-2016";3;1,00540821322689;1,19844937804035;1,88070407301149;2,08863105122897;0,970533468740553;1,03470630841684;NA;NA;1,04;1,175;0,85;4,03;7,25;2,77;1,5;0,7;1,28;0,78;0,59;3,35;11;2,725;3,01;3,84;4,69;3,34;7,4;2,39;0,88;0;0,970533468740553;4,58092340975885;2,34808811521114;NA
"28-04-2016";3;1,01528508071812;1,12495089938196;1,83178781448847;1,94852026902495;0,918189761001908;0,968509571523736;NA;NA;1,05;1,02;0,77;3,98;7,28;2,645;1,42;0,555;1,255;0,72;0,605;3,585;10,255;2,675;2,86;3,61;4,6;3,025;5,53;2,415;0,79;0;0,918189761001908;4,66552674723524;2,2277680613739;NA
"29-04-2016";3;1,0497134988248;1,04910192692747;1,78624280247637;1,82132189136811;0,881450550431629;0,92562865921301;NA;NA;0,99;0,895;0,75;3,635;6,93;2,39;1,44;0,52;1,305;0,65;0,6;3,875;9,67;2,75;2,24;3,34;4,55;2,615;4,3;2,55;0,84;0;0,881450550431629;4,79905967396423;2,12092030482688;NA
"30-04-2016";3;1,09791990389493;0,977136154684593;1,74126205592016;1,72041929401533;0,850591823233626;0,905003631394882;NA;NA;0,9;0,845;0,76;3,13;6,59;2,17;1,51;0,57;1,34;0,56;0,61;4,42;9,59;2,85;1,63;2,93;4,41;2,32;3,19;2,435;0,83;0;0,850591823233626;4,90159776949172;2,02295381183337;NA
"01-05-2016";3;1,15509969998577;0,928737364949992;1,6636803820558;1,66642013224085;0,827103166683998;0,891360295454396;NA;NA;0,82;0,82;0,78;2,695;5,8;1,95;1,55;0,63;1,285;0,495;0,59;4,985;9,325;2,885;1,4;2,53;4,23;2,07;2,37;2,005;0,87;0;0,827103166683998;4,85039510866479;1,90861743766605;NA
"02-05-2016";NA;1,20273552512428;0,911235410849468;1,56219567485672;1,65258068847049;0,812457125689283;0,881939954391871;NA;NA;0,75;0,775;0,82;2,325;5,06;1,735;1,57;0,705;1,23;0,4;0,545;5,395;9,085;2,835;1,31;2,4;3,81;1,87;1,89;1,84;0,98;0;0,812457125689283;4,67567686445762;NA;1,78681042481237
