"PERIODE";"Senti";"Sais_2014_2015";"Sais_2013_2014";"Sais_2012_2013";"Sais_2011_2012";"Sais_2010_2011";"Sais_2009_2010";"Sais_2008_2009";"Sais_2007_2008";"Loc_Reg11";"Loc_Reg21";"Loc_Reg22";"Loc_Reg23";"Loc_Reg24";"Loc_Reg25";"Loc_Reg26";"Loc_Reg31";"Loc_Reg41";"Loc_Reg42";"Loc_Reg43";"Loc_Reg52";"Loc_Reg53";"Loc_Reg54";"Loc_Reg72";"Loc_Reg73";"Loc_Reg74";"Loc_Reg82";"Loc_Reg83";"Loc_Reg91";"Loc_Reg93";"Loc_Reg94";"MIN_Saison";"MAX_Saison";"IN_Def";"IN_Temp"
"05-12-2015";4,71428571428571;7,53271944702776;6,03424473773384;6,8361788442615;7,97029751778167;7,53496125275951;286,57563802609;NA;NA;2,07;3,295;7,08;6,795;7,71;15,22;4,01;7,14;5,09;1,38;1,92;10,32;19,275;5,68;7,08;4,19;21,75;7,32;5,39;5,665;0,32;9,135;6,03424473773384;286,57563802609;4,91213367665147;NA
"06-12-2015";4,71428571428571;7,93368302276529;6,34100534541552;7,82921234784934;8,17973209892618;7,96222568106038;269,405137317591;NA;NA;1,86;2,815;5,77;6,385;6,32;15,26;4,22;6,885;4,755;1,17;1,71;9,925;18,655;5,39;8,23;4,25;19,02;6,78;5,01;6,9;0,42;4,105;6,34100534541552;269,405137317591;4,72837880091316;NA
"07-12-2015";5,57142857142857;8,34807969122415;6,62363838537209;9,08991385032126;8,49965380046335;8,41292088555148;251,820125876049;NA;NA;1,67;2,47;4,54;6,08;5,24;14,53;4,2;6,465;4,48;1,23;1,555;9,47;17,8;4,865;8,94;4,22;16,02;6,36;4,6;7,5;0,53;1,225;6,62363838537209;251,820125876049;4,53607240462498;NA
"08-12-2015";5,57142857142857;8,77528361394022;6,88629995547051;10,5828308832977;8,87994161383253;8,92896426095907;235,695893879011;NA;NA;1,49;2,27;4,07;6,04;4,54;12,665;4,05;6,24;4,415;1,275;1,48;9,33;16,96;4,995;7,84;4,13;14,2;6,25;4,7;7,29;0,68;0,2;6,88629995547051;235,695893879011;4,43768265327215;NA
"09-12-2015";5,57142857142857;9,20940844773614;7,14106940312375;12,2279065957706;9,22431773526299;9,49331913804672;218,277178916169;NA;NA;1,44;2,51;4;6,305;4,29;11,435;3,99;6,315;4,27;1,42;1,54;9,445;15,59;5,2;8,02;3,8;13,2;6,2;5,13;6,955;0,95;0,025;7,14106940312375;218,277178916169;4,47312591490713;NA
"10-12-2015";5,57142857142857;9,63642229172163;7,3743950969892;13,885201634975;9,44113511101041;10,2665654181585;197,602329332539;NA;NA;1,47;3,105;4,06;7,03;4,37;10,86;3,8;7,095;4,105;1,59;1,55;10,03;15,9;5,65;7,82;3,67;12,73;6,37;5,89;6,605;1,24;0,01;7,3743950969892;197,602329332539;4,61890330362882;NA
"11-12-2015";5,57142857142857;10,0414670047068;7,56426989326977;15,5437637405086;9,48540957066137;11,377743740123;172,230244455006;NA;NA;1,58;3,775;4,23;7,765;4,91;10,225;3,56;7,985;3,89;1,85;1,54;11,01;17,745;6,325;7,96;3,53;13;6,595;6,23;6,28;1,92;0,09;7,56426989326977;172,230244455006;4,85667106833818;NA
"12-12-2015";5,57142857142857;10,36858448082;7,72266034334282;17,2098320675098;9,38197571853101;12,745483181944;143,971790223797;NA;NA;1,81;4,165;4,43;7,94;5,58;10,585;3,62;9,085;3,61;1,995;1,48;12,135;19,345;7,15;8,28;3,24;13,23;7,075;6,51;5,915;2,9;0,595;7,72266034334282;143,971790223797;5,1331126667183;NA
"13-12-2015";5,57142857142857;10,5567967586046;7,86873000838739;18,7619001418727;9,18254430866091;14,2435996760885;118,067195236632;NA;NA;2;4,45;4,5;7,605;6,46;12,03;3,31;10,075;3,11;1,95;1,43;13,2;20,63;8;8,65;3,18;13,56;7,365;6,58;4,935;4,02;1,925;7,86873000838739;118,067195236632;5,39689871132179;NA
"14-12-2015";6,57142857142857;10,5852164157488;7,94667609869699;20,035706222413;8,89450979173444;15,9556933692651;99,6772884036664;NA;NA;2,11;4,55;4,62;6,965;7,19;13,005;3,01;10,85;2,72;2,015;1,455;13,915;20,72;8,645;9,28;3,32;13,73;7,455;6,7;4,93;5,12;4,035;7,94667609869699;99,6772884036664;5,62490697511942;NA
"15-12-2015";6,57142857142857;10,4790751287472;7,88935759775408;20,9177748044354;8,57060224741005;17,952809152999;87,4788605602022;NA;NA;2,23;4,305;4,69;6,285;7,83;12,62;3,16;10,845;2,69;2,115;1,49;14,285;22,34;8,86;9,85;3,56;13,58;7,33;6,92;4,465;6;5,84;7,88935759775408;92,1440410121461;5,78294131535031;NA
"16-12-2015";6,57142857142857;10,3588071348041;7,74971621435923;21,3889718410037;8,29294199411212;20,0331566459515;77,2096635071632;NA;NA;2,32;3,95;4,59;5,285;8,44;12,415;3,03;10,01;2,515;2,36;1,53;14,125;24,685;8,815;10,22;3,88;13,36;7,04;7,26;3,84;6,27;5,935;7,74971621435923;97,1044231696932;5,83223377354227;NA
"17-12-2015";6,57142857142857;10,2360930924624;7,57863621844737;21,5010821159317;8,03323976610174;21,9621125230826;67,0661052544907;NA;NA;2,32;3,29;4,25;4,365;8,74;11,355;3,08;8,945;2,255;2,555;1,55;14,02;25,925;8,89;10,22;4,04;13,06;6,795;8,42;3,29;6,3;4,21;7,57863621844737;104,460912084695;5,75882066934542;NA
"18-12-2015";6,57142857142857;10,0714930202772;7,38564131539597;21,4523026302666;7,81364730446885;23,7037990530789;56,6750489156426;NA;NA;2,29;2,66;3,88;3,325;9,41;9,075;3,17;8,15;2,035;2,75;1,585;13,47;26,365;9,18;9,57;3,97;12,34;6,58;9,03;2,545;6,68;2,055;7,38564131539597;114,252589197156;5,5505297024966;NA
"19-12-2015";6,57142857142857;9,86639452438147;7,17202299850037;21,331660728048;7,73027029028613;25,4585469470178;47,5544135320644;NA;NA;2,11;2,065;3,38;2,58;9,07;7,575;3,15;7,565;1,825;2,935;1,535;12,49;22,67;9,31;8,5;4,2;11,47;6,46;9,71;1,94;7,26;0,67;7,17202299850037;126,257025536441;5,24709273919956;NA
"20-12-2015";6,57142857142857;9,64865701724447;6,90767265946159;21,4464815055769;7,76216060410806;27,3732136283022;40,3551502842071;NA;NA;1,91;1,62;3,09;1,97;8,12;5,74;3,11;6,915;1,545;3,01;1,575;11,895;18,06;9,3;7,39;4,2;10,93;6,215;10,36;1,73;7,33;0,12;6,90767265946159;144,007310785267;4,93240168366954;NA
"21-12-2015";4,28571428571429;9,46784251978343;6,58573479368021;22,493101154747;7,83534174465551;29,9507637285968;35,4588529697209;NA;NA;1,67;1,295;3,03;1,545;7,14;4,34;3,17;6,255;1,405;3,17;1,56;11,23;16,17;9,46;6,53;4,2;10,6;5,96;10,93;1,675;7,58;0,01;6,58573479368021;173,538259764073;4,68578548049545;NA
"22-12-2015";4,28571428571429;9,40359449831736;6,24024777695751;25,3444490293209;7,95286797849907;34,5581118266606;33,2418429982336;NA;NA;1,48;1,12;3,14;1,41;6,45;3,425;3,12;5,685;1,41;3,215;1,66;11,36;13,925;9,58;5,9;4,05;10,72;5,865;12,34;1,725;8,52;0;6,24024777695751;218,634339344955;4,55222257401948;NA
"23-12-2015";4,28571428571429;9,66548872530471;5,99570368815562;31,0661708894096;8,16651838544822;42,6121097916837;32,4899618017627;NA;NA;1,43;0,975;3,28;1,585;6,18;3,33;2,9;4,99;1,735;3,23;1,785;12,04;12,68;9,635;5,36;3,64;10,37;6,11;12,47;1,845;10,5;0;5,99570368815562;287,544868943086;4,54580390978697;NA
"24-12-2015";4,28571428571429;10,3408266319971;6,11363875289454;40,5926624296861;8,5267772683854;54,6502543548014;31,8630620522452;NA;NA;1,44;1,085;3,41;2,035;6,45;4,985;2,73;4,165;2,73;3,17;1,845;13,145;12,85;9,395;4,78;3,17;9,86;5,975;12,55;2,11;13,29;0;6,11363875289454;387,176023559145;4,64194616564476;NA
"25-12-2015";4,28571428571429;11,1827304187389;6,84081234939868;53,865464903184;9,0340385441907;70,5977019943782;30,8470634555653;NA;NA;1,47;1,28;3,48;2,67;6,49;7,74;2,73;3,695;4,365;2,905;1,75;14,425;13,82;8,82;4,58;2,65;8,98;5,6;11,43;2,46;16,44;0;6,84081234939868;506,776607258096;4,75782806355214;NA
"26-12-2015";4,28571428571429;11,8694328368035;7,93632979799329;69,2990704093965;9,65403696685132;90,5181373069846;29,4810938079905;NA;NA;1,43;1,64;3,58;3,345;6,33;11,975;2,83;3,215;6,9;2,925;1,58;15,41;15,325;8,11;4,51;2,26;7,39;4,605;9,83;2,605;16,99;0;7,93632979799329;621,678253807481;4,84720082972549;NA
"27-12-2015";4,28571428571429;12,3036996845963;8,89080735654915;85,4892692487318;10,3428590997939;113,050292872584;27,9489332739319;NA;NA;1,44;1,995;3,53;3,915;5,94;19,475;3,01;2,75;10,06;3,065;1,365;15,66;16,95;7,22;4,67;1,98;6,01;4,14;7,58;2,305;17,35;0;8,89080735654915;720,833699551469;4,89736431308174;NA
"28-12-2015";5,42857142857143;12,6844211072478;9,45453908307575;99,8260823391958;11,0207730630245;137,142411015371;26,5366712625869;NA;NA;1,64;2,405;3,35;4,185;5,54;26,835;3,4;2,305;13,41;3,325;1,14;16,135;17,34;6,055;4,58;1,58;4,28;3,805;5,72;1,935;18,6;0;9,45453908307575;809,169378121399;4,90872666671908;NA
"29-12-2015";5,42857142857143;13,1924935044988;9,70894447338397;110,036108968987;11,4788702632352;164,30849192429;25,9218272808961;NA;NA;1,89;2,845;3,06;4,39;4,92;31,675;3,98;1,985;16,59;3,17;0,99;15,59;17,655;5,46;4,59;1,21;3,42;3,94;5,07;1,45;17,78;0;9,70894447338397;877,999455457082;4,88946188569982;NA
"30-12-2015";5,42857142857143;13,9871630192313;9,84515518275631;117,150639945388;11,5574965796023;194,376744712898;25,6747218060441;NA;NA;2,08;3,41;2,41;3,78;4,52;32,745;4,72;1,975;20,08;3,055;1,095;14,81;18,095;6,235;4,66;1,01;3,73;4,095;6,91;1,345;15,08;0;9,84515518275631;926,422458553627;4,9806940798918;NA
"31-12-2015";5,42857142857143;15,455548317246;9,94250993753878;122,259183605411;11,3356372874768;227,165956913052;25,2362260001155;NA;NA;2,44;4,1;2,11;2,835;4,55;29,535;5,43;2,085;24,605;3,04;1,55;14,1;20,12;8,08;4,64;1,15;5,53;4,655;13,82;1,44;11,04;0;9,94250993753878;966,438291008771;5,40704536772442;NA
"01-01-2016";5,42857142857143;17,8567768339343;10,0629551909278;126,702979187105;11,0110148775353;263,210819171119;24,8443607770029;NA;NA;3,06;5,755;2,16;2,18;4,75;24,245;5,76;2,455;28,99;3,615;2,27;13,595;23,84;10,32;5,1;1,4;9,55;6,145;24,52;2,085;7,4;0,045;10,0629551909278;1003,57223774471;6,18961598486305;NA
"02-01-2016";5,42857142857143;21,069000714759;10,240742240706;130,992182211873;10,6835207946636;299,076876779901;24,1811223631521;NA;NA;3,5;8,62;2,52;1,915;5,2;19,395;5,8;3,37;33,115;5,42;3,195;13,26;27,015;11,84;6,19;1,39;14,58;9,035;35,16;3,22;5,6;0,89;10,240742240706;1034,61861099297;7,13893681431827;NA
"03-01-2016";5,42857142857143;24,4641682248809;10,4419576075388;133,062253900953;10,4915601316948;327,639248360097;23,1742341575103;NA;NA;3,59;10,56;2,97;1,95;5,99;16,55;5,9;4,37;32,38;7,34;3,65;14,14;30,77;12,365;7,29;1,45;19,69;12,355;40,91;5,14;4,21;5,975;10,4419576075388;1040,33622976898;7,97962414095268;NA
"04-01-2016";9,28571428571429;27,5611023413764;10,6134378513177;131,896512285714;10,4827897215456;345,999182020404;22,212326811695;NA;NA;3,45;10,38;3,24;2,32;6,56;15,55;5,78;5,47;29,38;8,625;3,81;15,385;33,165;12,835;7,98;1,59;23,31;14,455;42,22;7,53;3,26;17,27;10,4827897215456;1023,77357479077;8,57709182929411;NA
"05-01-2016";9,28571428571429;30,03522725854;10,6711076701564;126,567126986279;10,5283761802949;352,576894624141;21,1507259076954;NA;NA;3,45;9,115;3,58;2,805;6,98;14,99;5,46;5,975;26,4;8,82;3,625;16,32;35,445;12,905;8,64;1,95;24,81;15,195;41,42;9,76;2,93;28,955;10,5283761802949;1002,40111340735;8,85198600776744;NA
"06-01-2016";9,28571428571429;31,6535388242614;10,5866925688919;118,119541585698;10,5317568512474;346,913697983568;19,6923758897667;NA;NA;3,55;8,235;4,1;3,335;7,23;14,435;5,22;5,685;22,305;8,275;3,515;17,125;36,52;12,755;9,06;2,49;24,95;14,805;37,97;11,86;2,8;39,41;10,5317568512474;987,339299139273;8,8143998705523;NA
"07-01-2016";9,28571428571429;32,52256781556;10,5506730636821;108,741946761305;10,4106310594328;333,387898087952;18,0334845513974;NA;NA;3,73;7,105;4,22;3,905;7,85;15,375;5,11;5,235;17,485;7,475;3,115;17,61;34,79;11,68;8,91;3,36;25,09;14,06;33,1;12,595;2,62;49,295;10,4106310594328;984,177141286022;8,58597927005466;NA
"08-01-2016";9,28571428571429;33,0659244627733;10,7367109139269;100,671740429826;10,1338415454916;316,486206840155;16,2269474760155;NA;NA;3,86;5,675;4,49;4,35;8,52;15,135;5,14;4,89;13,015;6,635;2,675;17,88;32;10,245;8,78;4,67;25,52;12,75;28,27;12,04;2,43;59,045;10,1338415454916;1003,198230061;8,26519785816117;NA
"09-01-2016";9,28571428571429;33,6056798742313;11,1717872557373;95,3112775871448;9,7986184253999;298,334554566538;14,2308575415904;NA;NA;4,13;4,96;4,48;4,88;10,58;14,335;5,24;4,865;9,32;5,615;2,37;18,165;29,925;9;7,9;6,81;25,5;10,805;22,58;10,135;2,43;67,175;9,7986184253999;1053,58033519582;7,8987510583858;NA
"10-01-2016";9,28571428571429;34,3680289052706;11,7655020454231;92,2521109636844;9,49737771913447;281,793231136884;12,2775387235671;NA;NA;4,41;4,54;4,56;5,35;11,65;14,81;5,52;4,745;6,595;4,665;2,15;18,26;27,12;8,345;7,61;8,86;25,66;9,025;18,66;8,69;2,56;67,49;9,49737771913447;1129,48076513299;7,56120871152937;NA
"11-01-2016";9,71428571428571;35,4247344271612;12,2885560064029;91,0669103466533;9,21368046062094;270,796524844801;10,7972851435635;NA;NA;4,7;4,16;4,74;6,14;12,18;16,175;5,59;4,62;5,09;3,91;2,07;17,955;25,535;8,18;7,51;10,16;25,67;7,805;16,5;7,17;3,01;57,84;9,21368046062094;1221,97850119562;7,34390786171887;NA
"12-01-2016";9,71428571428571;36,6566563468258;12,6002227042314;91,5615929030419;9,04816098867265;264,620129662483;9,77612397891911;NA;NA;5,22;4,16;5,14;6,845;12,53;17,735;5,73;5,005;4,33;3,26;2,19;18,795;24,39;8,36;7,37;10,22;27,66;6,8;16,3;7,05;3,59;45,69;9,04816098867265;1325,92756493795;7,38840697643547;NA
"13-01-2016";9,71428571428571;38,7502217861623;12,7221351474245;93,0375083998028;9,1049582327032;259,807264948927;9,04478481673663;NA;NA;6,07;4,245;5,86;7,79;12,93;20,805;5,43;5,895;3,82;2,885;2,47;20,19;25,91;8,72;7,36;9,96;28,9;6,355;16,68;6,215;4,81;41,52;9,04478481673663;1452,55768781477;7,79347468367251;NA
"14-01-2016";9,71428571428571;42,2732856200346;12,7945580640787;95,6504147518773;9,39852158982723;252,975939716075;8,61694865629654;NA;NA;6,91;4,495;6,69;9,19;13,81;25,245;5,44;7,055;3,38;2,73;2,75;21,255;27,815;9,16;7,87;9,31;28,76;6,59;16,75;4,82;6,55;51,85;8,61694865629654;1593,18933289587;8,47948466776486;NA
"15-01-2016";9,71428571428571;47,5273837422905;12,9130891615048;101,500198497537;9,91035294611104;242,996017053405;8,30213437452023;NA;NA;7,86;4,505;7,5;11,55;14,62;30,825;5,24;8,5;3,08;2,49;3,02;23,745;29,335;9,88;8,55;8,81;30,68;7,075;17,38;4,18;8,15;77,795;8,30213437452023;1712,09521651625;9,36247497588846;NA
"16-01-2016";9,71428571428571;54,9932835744096;13,1135800334907;112,081170187667;10,5780586044228;231,75254804908;7,99298906725494;NA;NA;8,41;4,26;8,58;14,405;15,36;37,575;5,2;10,175;2,81;2,28;3,295;26,595;33,055;10,55;9,04;8,14;32,11;7,585;18,1;4,62;10,16;139,69;7,99298906725494;1783,63476819568;10,3722243268081;NA
"17-01-2016";9,71428571428571;65,0424106220789;13,4778077356291;126,588856463783;11,378454056365;222,501756509181;7,70896650751875;NA;NA;8,74;4,1;9,58;16,98;15,21;43,715;5,35;11,3;2,77;2,11;3,465;29,42;39,95;10,845;9,26;7,69;34,36;8,145;19,07;5,955;12,64;293,455;7,70896650751875;1803,81673959254;11,3954250845;NA
"18-01-2016";16,5714285714286;77,8849268166238;14,0048063360026;143,814136227126;12,1219288236743;219,828687090846;7,51961105128994;NA;NA;9,63;3,945;10,07;20,07;14,59;48,42;5,35;12,02;2,925;2,01;3,595;33,36;47,41;11,45;8,87;7,47;37,38;8,695;20,66;8,215;15,61;1076,725;7,51961105128994;1792,31252213677;12,2819468394585;NA
"19-01-2016";16,5714285714286;92,6712169973892;14,7203379271474;163,249435306451;12,7692040782398;224,578706561974;7,45805959263215;NA;NA;10,2;3,98;10,73;22,205;13,69;52,16;5,31;11,87;3,035;2,01;3,66;37,15;55,21;11,605;7,78;7,07;40,62;9,305;22,36;11,08;19,35;1222,72;7,45805959263215;1771,16504878307;12,9938888602546;NA
"20-01-2016";16,5714285714286;110,931957413378;15,7031928288075;184,522885293841;13,3288616479704;233,718335406781;7,42265771017469;NA;NA;10,97;4,065;11,45;21,89;12,84;58,075;5,34;11,61;3,45;2,295;3,38;42,48;61,37;11,745;7,36;6,87;43,74;10,075;23,1;12,835;22,08;1204,64;7,42265771017469;1753,41957277629;13,6002003317133;NA
"21-01-2016";16,5714285714286;136,771580758296;16,9848417897614;206,425218145991;13,6534868445208;244,363784633749;7,28076683427502;NA;NA;11,09;4,32;12,26;21,19;11,58;69,79;5,26;11,62;4,135;2,535;3,065;46,83;64,845;12,2;7,08;6,5;43,26;11,485;22,48;13,655;22,24;1416,945;7,28076683427502;1731,93174526275;14,1829053967112;NA
"22-01-2016";16,5714285714286;172,03481350347;18,6218563162716;233,261418258634;13,7486134664565;254,305755660624;6,99354502668747;NA;NA;11,63;5,05;13,84;20,36;10,98;85,58;5,57;11,965;5,075;2,685;2,64;47,115;65,755;12,715;6,65;6,09;40,79;13,655;21,47;13,73;23,62;1342,665;6,99354502668747;1693,6121471244;14,8684002826222;NA
"23-01-2016";16,5714285714286;217,586768963734;20,7036965266022;271,72873493932;13,7021800183113;262,714484774021;6,66504261716197;NA;NA;12,09;5,95;15,37;19,47;10,75;107,665;6,21;12,61;6,29;2,89;2,355;47,215;74,805;13,995;6,48;6,1;37,02;16,93;21,21;13,795;25,44;553,045;6,66504261716197;1616,86029409141;15,801912349664;NA
"24-01-2016";16,5714285714286;274,315046094661;23,054110867109;323,355437342496;13,6458683585126;271,190105742436;6,40082309625537;NA;NA;12,72;7,52;17,83;17,89;11,02;138,025;6,95;13,68;7,385;3,13;2,27;48,17;93,455;15,265;6,96;5,91;33,65;20,6;20,16;13,32;26,54;368,65;6,40082309625537;1486,90547622349;17,0743136814438;NA
"25-01-2016";32,5714285714286;341,355850147655;25,2642523045363;385,178062239559;13,7400217653534;281,141749669501;6,26256404117174;NA;NA;12,95;8,875;20,05;16,44;11,84;166,96;7,66;15,3;8,055;3,12;2,28;50,65;113,095;17,08;7,4;6,04;29,43;24,135;19,08;13,06;28,44;209,355;6,26256404117174;1329,23015786949;18,5947299118948;NA
"26-01-2016";32,5714285714286;412,344931064773;27,2023120908617;453,922335499339;14,1116765936042;290,006557312814;6,21936155412686;NA;NA;13,48;10,655;22,02;15,595;13,41;187,89;8,34;19,005;8,6;2,99;2,48;54,19;133,785;19,035;8,46;6,82;26,06;27,67;17,24;12,31;31,65;111,77;6,21936155412686;1188,96377197277;20,7145796835764;NA
"27-01-2016";32,5714285714286;487,504621475966;28,8546169899441;528,058556788975;14,7889531300158;296,101412997466;6,15941326504244;NA;NA;14,53;12,315;26,18;15,975;15,39;212,455;9,53;26,69;8,785;2,985;3,01;58,71;163,655;21,945;10,22;8,28;24,67;32,705;15,31;12,865;33,87;57,13;6,15941326504244;1071,96024853101;23,8087351655365;NA
"28-01-2016";32,5714285714286;575,475647531684;30,4406811468846;602,961320696119;15,6196825757698;300,094239238405;6,08587620493295;NA;NA;15,44;14,26;33,23;17,79;18,41;229,405;11,27;37,845;8,6;3,125;3,86;64,565;202,245;24,955;13,64;9,94;24,42;36,975;15,59;16,19;35,52;27,53;6,08587620493295;951,307995993295;27,7262787542291;NA
"29-01-2016";32,5714285714286;673,448115617082;32,2673219562794;679,426509454407;16,4844471923072;302,676707645734;6,01983770684175;NA;NA;17,13;16,395;40,92;20,155;22,06;238,68;13,46;53,625;9,54;3,625;4,995;74,51;246,64;27,49;17,82;11,87;24,8;39,065;16,2;20,775;36,7;15,2;6,01983770684175;825,679697461536;32,0814212342368;NA
"30-01-2016";32,5714285714286;768,847951604458;34,2512439707732;756,852828201407;17,4305111752016;305,747985221954;5,92220496398176;NA;NA;18,96;17,92;49,29;22,79;26,42;236,74;16,58;73,445;11,72;4,56;6,375;86,765;276,99;29,23;22,47;13,75;27,89;40,175;19,44;25,195;37,7;11,425;5,92220496398176;768,847951604458;36,4327741306777;NA
"31-01-2016";32,5714285714286;851,252349204623;36,3086052198785;821,996164839584;18,6872383364448;312,647588205624;5,77197076843453;NA;NA;20,48;16,895;54,81;27,365;30,58;221,6;20,3;95,315;13,135;5,75;7,58;98,11;288,61;29,855;26,22;15,89;30,76;41,005;23,45;32,62;36,82;11,605;5,77197076843453;855,606447489373;40,3005745482478;NA
"01-02-2016";39,2857142857143;917,449735576482;38,3778937160819;859,187024897088;20,5962089846316;321,419942877868;5,60274429358226;NA;NA;21,72;17,675;63,16;29,29;34,76;206,595;23,78;114,055;14,345;7,195;8,465;109,19;314,21;31,125;28,7;17,35;32,44;41,825;28,58;37,375;34,17;17,74;5,60274429358226;942,50023167609;43,176638645127;NA
"02-02-2016";39,2857142857143;967,138755315329;40,3034479314975;863,087479930608;23,2149935961094;323,933079319015;5,46448944842394;NA;NA;22,16;16,89;68,76;29,345;37,95;199,355;26,67;118,81;16,235;8,365;8,84;118,33;329,63;30,68;30,33;18,59;34,71;44,49;35,44;39,065;32,45;31,075;5,46448944842394;992,703989374723;45,0435928558184;NA
"03-02-2016";39,2857142857143;1006,3564101051;42,0843136493212;845,090278307185;26,2020164237972;315,274781196661;5,35560460540328;NA;NA;22,62;16,04;68,42;31,025;41,44;193,155;28,35;109,535;17,405;9,465;8,89;121,685;312,115;30,78;32,14;19,66;38,35;48,075;44,4;37,49;32,79;42,22;5,35560460540328;1008,65275923472;46,2792965976066;NA
"04-02-2016";39,2857142857143;1039,91336142704;44,381948498623;822,431106493841;29,3088749430184;293,849481860237;5,24479717084183;NA;NA;22,84;13,98;64,49;34,28;43,4;189,32;29,95;94,575;18,825;10,425;9,07;124,275;284,455;30,445;35,44;21,54;42,71;52,555;53,22;34,26;33,49;45,82;5,24479717084183;1039,91336142704;47,0245534657494;NA
"05-02-2016";39,2857142857143;1067,49267193004;47,6105502778274;808,626796574507;32,4334430680186;260,979912467659;5,09603238327537;NA;NA;22,99;13,03;60,12;38,64;43,39;189,395;30,4;77,32;20,84;11,105;9,09;127,655;243,53;29,16;39,92;24,12;49,1;59,265;60,42;31,745;33,05;44,4;5,09603238327537;1067,49267193004;47,173053520996;NA
"06-02-2016";39,2857142857143;1082,79148782979;51,314691417536;800,507661805303;35,3369304743325;223,12903225089;4,87800464447131;NA;NA;23,28;12,255;52,09;42,215;41,12;182,15;28,8;65,525;22,44;11,68;8,805;129,75;202,485;28,055;43,78;27,61;56;64,82;64,55;28,675;30,75;40,08;4,87800464447131;1082,79148782979;46,8575026893205;NA
"07-02-2016";39,2857142857143;1078,07890884209;54,9167964824942;788,445798456238;38,4193888056362;189,423343990908;4,61023354760005;NA;NA;23,92;11,43;48,84;43,455;37,49;160,13;26,7;55,635;24,245;12,115;8,48;127,985;156,41;26,355;49,07;30,93;63,04;67,815;66,24;28,195;31,62;37;4,61023354760005;1078,07890884209;46,2479326370201;NA
"08-02-2016";43;1061,66436360786;58,100221093595;768,321804662293;42,6994448163854;163,81656016827;4,35073811024577;NA;NA;24,53;10,22;46,24;43,935;34,29;141,33;24,3;50,56;25,72;12,475;8,445;125,67;138,175;23,905;52,49;33,65;68,86;71,19;65,44;28,72;32,81;35,12;4,35073811024577;1061,66436360786;45,812171973475;NA
"09-02-2016";43;1051,56039014158;60,8911523677772;739,205147962994;48,49881030063;144,511376745149;4,1638126606671;NA;NA;25,47;9,66;43,41;44,515;32,14;132,16;21,48;48,195;27,005;12,575;8,365;122,715;130,41;23,115;58,51;34,8;74,42;75,415;66,4;34,205;35,15;30,565;4,1638126606671;1051,56039014158;45,9919752301277;NA
"10-02-2016";43;1053,56773416828;63,3989109510523;705,5739704342;55,4691635477698;130,205230666975;4,0851620363771;NA;NA;26,35;9,17;40,49;47,26;31,79;132,165;19,31;44,78;27,37;12,545;8,12;114,67;124,335;21,445;59,97;32,71;78;80,48;70,5;45,94;36,41;21,535;4,0851620363771;1053,56773416828;46,5296937334275;NA
"11-02-2016";43;1052,68961773615;66,0740738236186;682,97175240432;63,8117425836622;119,0376320483;4,06735322805427;NA;NA;27,34;9,055;39,33;51,22;31,97;136,195;17,86;42,045;26,025;11,96;7,715;106,485;120,195;22,265;66,97;30,45;80,26;81,97;80,17;65,485;36,46;12,995;4,06735322805427;1052,68961773615;47,1716787954077;NA
"12-02-2016";43;1030,96627935009;69,3645207660995;674,717529709294;73,7244328067233;108,42867643083;4,07422544414662;NA;NA;27,64;9,73;42,72;53,705;34,16;136,825;17,2;43,51;23,015;10,535;6,98;94,26;120,425;24,275;69,97;28,92;83,18;84,35;100,78;98,84;34,33;7,925;4,07422544414662;1030,96627935009;47,8271676304334;NA
"13-02-2016";43;979,526048907838;73,2032263722034;665,854799217424;84,6779130595023;97,6160939489658;4,10338312883682;NA;NA;28,77;9,395;47,72;58,085;37,4;133,535;17,24;46,195;19,78;8,66;6,32;84,53;123,29;25,29;64,87;29,18;82,96;86,365;130,1;133,08;34,08;4,58;4,10338312883682;979,526048907838;48,4595309710906;NA
"14-02-2016";43;902,077964708286;76,7549376137374;645,600919124138;97,3181817385882;88,6255545992321;4,18434566428364;NA;NA;29,61;10,14;54,7;64,62;38,89;131,12;17,61;50,465;17,075;7,225;5,85;75,01;127,395;27,435;61,47;30,5;87,54;83,525;166,3;162,08;31,56;1,88;4,18434566428364;902,077964708286;49,256606293171;NA
"15-02-2016";45,4285714285714;813,469637630429;79,0390984415288;609,919764098944;111,992123699741;81,9384489479061;4,38461594900465;NA;NA;32,94;11,48;62,28;73,515;40,84;129,655;19,39;55,76;15,305;6,015;5,92;67,835;132,605;29,6;62,55;32,55;96,76;81,485;220,43;178,8;29,57;0,48;4,38461594900465;813,469637630429;50,7858071068871;NA
"16-02-2016";45,4285714285714;736,956039140532;80,2107264229552;561,401373668823;127,187147311445;75,6086816187038;4,67651382163425;NA;NA;37,75;13,425;64,57;87,885;43,31;127,445;23,15;60,815;14,055;4,89;6,465;65,775;139,965;33,235;65,63;35,14;108,47;82,61;293,34;184,59;28,3;0,055;4,67651382163425;736,956039140532;53,6068275241875;NA
"17-02-2016";45,4285714285714;680,842244391493;81,112288902013;509,725661793487;141,861588869583;68,4463661533649;4,9251641989436;NA;NA;41,65;16,535;65,52;104,17;44,13;128,19;27,48;63,46;14,325;4,245;7,89;69,395;153,065;35,805;72,46;38,24;127,74;86,09;355,43;182,55;28,21;0;4,9251641989436;680,842244391493;57,4707083194976;NA
