"PERIODE";"Senti";"Sais_2014_2015";"Sais_2013_2014";"Sais_2012_2013";"Sais_2011_2012";"Sais_2010_2011";"Sais_2009_2010";"Sais_2008_2009";"Loc_Reg11";"Loc_Reg21";"Loc_Reg22";"Loc_Reg23";"Loc_Reg24";"Loc_Reg25";"Loc_Reg26";"Loc_Reg31";"Loc_Reg41";"Loc_Reg42";"Loc_Reg43";"Loc_Reg52";"Loc_Reg53";"Loc_Reg54";"Loc_Reg72";"Loc_Reg73";"Loc_Reg74";"Loc_Reg82";"Loc_Reg83";"Loc_Reg91";"Loc_Reg93";"Loc_Reg94";"MIN_Saison";"MAX_Saison";"IN_Def";"IN_Temp"
"24-04-2016";NA;107,7;96;105;103;102;109;116;79,33;92,005;92,1;93,41;96,37;106,455;98,77;93,825;87,675;110,34;105,595;90,185;101,58;106,695;105,23;94,49;109,47;95,885;102,54;97,825;98,78;92,485;96;116;95,7;NA
"25-04-2016";NA;107,2;96;106;104;104;109;115;81,39;93,405;94,53;91,47;95,64;102,83;96,44;92,96;84,84;104,01;106,23;89,23;99,325;104,965;102,88;96,79;107,89;92,385;100,84;99,605;97,9;88,74;96;115;94,8;NA
"26-04-2016";NA;106,8;96;106;105;106;108;113;84,06;94,59;96,63;90,815;94,79;100,01;95,28;91,77;82,75;100,48;107,15;89,095;97,8;102,8;100,71;97,84;106,14;89,885;99,5;101,225;96,95;83,87;96;113;94,1;NA
"27-04-2016";NA;106,8;96;106;106;107;107;112;87,03;94,865;98,04;90,54;93,78;96,96;95,18;89,91;82,095;97,985;107,435;89,635;97,655;99,815;98,53;98,39;103,52;88,855;98,08;102,4;95,46;79,655;96;112;93,5;NA
"28-04-2016";NA;107,6;98;107;108;108;106;112;89,86;93,915;98,24;90,39;92,9;93,49;95,99;88;82,15;97,405;106,68;89,57;97,08;96,385;95,83;98,08;100,33;88,405;96,24;102,135;92,74;78,985;98;112;92,8;NA
"29-04-2016";NA;109;99;109;110;109;107;113;91,51;92,555;96,78;89,765;91,75;90,63;96,54;85,815;83,035;98,435;104,84;88,43;96,655;93,1;93,3;96,85;97,27;88,025;94,2;99,88;88,86;81,67;99;113;91,6;NA
"30-04-2016";NA;110,8;101;111;112;109;107;114;92,64;90,495;95,62;88,54;90,72;88,295;95,88;84,18;84,21;100,8;101,925;86,755;95,745;89,845;90,7;95,08;94,89;87,585;92,11;96,28;83,64;87,075;101;114;90,5;NA
"01-05-2016";NA;112,7;103;114;114;110;107;114;93,24;88,38;93,3;87,605;89,66;85,97;94,58;82,275;85,875;103,32;98,54;85,405;94,26;86,795;89,22;93,5;93,18;87,195;90,09;92,075;79,98;93,475;103;114;89,9;NA
"02-05-2016";NA;113,8;104;115;115;112;107;115;93,96;86,64;91,93;87,7;89,34;84,4;94,58;80,625;86,92;105,1;94,99;84,285;92,885;84,545;87,87;92,49;92,06;87,085;88,71;90,015;78,33;97,76;104;115;NA;89,4
"03-05-2016";NA;115,5;105;116;115;113;107;115;94,07;85,655;91,18;88,75;89,64;84,045;92,76;80,27;86,78;105,825;92,055;83,91;92,17;82,89;87,54;92,66;92,54;86,795;87,94;88,515;77,43;100,565;105;116;NA;89
"04-05-2016";NA;117,7;105;116;115;114;108;116;94,9;84,88;90,63;90,595;90,24;84,935;90,4;81,275;86,315;105,945;88,945;83,805;91,54;82,055;87,47;92,72;93,81;86,8;88,16;88,815;77,18;103,025;105;117,7;NA;88,7
"05-05-2016";NA;119,7;106;117;114;114;109;116;95,16;83,98;90,68;93,32;90,44;86,69;88,13;82,44;85,55;105,795;87,525;83,91;91,145;81,92;87,73;92,05;94,27;86,325;88,96;88,51;77;105,45;106;119,7;NA;88,7
"06-05-2016";NA;120,2;106;118;113;114;109;117;95,08;83,485;90,33;96,225;90,37;88,825;86,26;82,855;84,765;104,78;87,64;83,92;90,565;81,725;87,89;90,61;93,77;86,355;89,55;87,505;77,3;106,555;106;120,2;NA;88,5
"07-05-2016";NA;119;106;119;111;113;109;117;94,86;84,095;90,39;98,015;90;91,87;84,56;83,23;84,98;103,33;89,31;84,395;90,315;81,63;87,41;88,86;92,99;86,15;90,34;86,6;78,07;105,585;106;119;NA;88,1
"08-05-2016";NA;117;107;121;110;112;108;117;94,82;84,5;90,49;98,785;89,54;95,065;83;83,69;85,18;101,745;90,52;85,22;90,07;81,805;86,47;87,47;91,83;86,045;91,05;86,34;79,2;103,01;107;121;NA;87,8
"09-05-2016";NA;114,9;106;121;108;111;107;117;95,06;84,085;91,14;97,995;89,17;97,565;82,2;84,305;86,71;100,075;91,715;85,905;89,33;81,875;85,52;86,74;91,07;86,125;90,96;86,325;79,34;100,03;106;121;NA;87,8
"10-05-2016";NA;112,8;106;122;106;110;107;115;95,08;83,75;91,25;97,515;88,73;99,535;82,26;85,2;87,86;98,6;91,95;85,51;88,29;81,505;84,61;85,81;89,92;86,345;90,76;86,38;78,91;97,175;106;122;NA;87,8
"11-05-2016";NA;111,4;104;122;104;109;108;114;94,93;83,09;90,62;96,08;88,36;100,58;82,59;86,185;88,4;97,4;91,38;84,85;86,35;81,225;83,39;84,72;88,83;86,5;90,47;85,9;78,47;94,395;104;122;NA;87,5
"12-05-2016";NA;110,6;103;120;102;108;109;112;94,71;82,21;88,73;93,6;88,33;101,28;82,65;87,34;88,565;96,56;90,38;83,82;84,335;80,975;82,07;83,6;88,14;86,965;89,72;84,735;78,03;90,85;102;120;NA;86,9
"13-05-2016";NA;109,9;101;119;101;107;110;112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;101;119;NA;NA
"14-05-2016";NA;109;99;117;100;107;110;112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99;117;NA;NA
"15-05-2016";NA;107,7;97;115;100;106;110;112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;115;NA;NA
"16-05-2016";NA;106,2;95;113;99;105;109;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95;113;NA;NA
"17-05-2016";NA;105;92;111;100;104;107;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;92;111;NA;NA
"18-05-2016";NA;103,8;90;110;100;103;104;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90;111;NA;NA
"19-05-2016";NA;103;88;109;99;102;103;110;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;110;NA;NA
"20-05-2016";NA;103;87;108;98;101;101;109;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;87;109;NA;NA
"21-05-2016";NA;103,2;87;108;97;99;100;108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;87;108;NA;NA
"22-05-2016";NA;102,9;87;107;96;97;99;106;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;87;107;NA;NA
"23-05-2016";NA;102,5;88;107;94;95;97;104;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;107;NA;NA
"24-05-2016";NA;101,6;89;107;93;93;96;101;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89;107;NA;NA
"25-05-2016";NA;100,8;89;106;92;92;97;99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89;106;NA;NA
"26-05-2016";NA;100,2;90;106;91;92;98;98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90;106;NA;NA
"27-05-2016";NA;99,6;91;107;90;91;100;97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90;107;NA;NA
"28-05-2016";NA;98,9;93;107;89;91;102;97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89;107;NA;NA
"29-05-2016";NA;98,4;94;107;89;91;104;98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89;107;NA;NA
"30-05-2016";NA;97,7;95;108;90;92;105;99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90;108;NA;NA
"31-05-2016";NA;96,9;96;107;92;94;106;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;92;107;NA;NA
"01-06-2016";NA;96,4;95;107;95;97;106;102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95;107;NA;NA
"02-06-2016";NA;96,3;96;107;97;100;107;104;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;96;107;NA;NA
"03-06-2016";NA;96,6;95;107;100;102;108;107;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95;108;NA;NA
"04-06-2016";NA;96,7;94;107;104;105;109;110;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;110;NA;NA
"05-06-2016";NA;96,4;93;107;107;108;109;112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93;112;NA;NA
"06-06-2016";NA;95,5;92;108;110;110;110;114;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;92;114;NA;NA
"07-06-2016";NA;94,8;90;108;112;111;112;115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90;115;NA;NA
"08-06-2016";NA;94,7;88;108;114;112;114;115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;115;NA;NA
"09-06-2016";NA;95,5;86;108;114;112;116;116;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;86;116;NA;NA
"10-06-2016";NA;96,9;85;110;113;113;118;116;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;85;118;NA;NA
"11-06-2016";NA;99;84;111;111;113;119;114;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;84;119;NA;NA
"12-06-2016";NA;101,2;84;113;109;113;119;113;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;84;119;NA;NA
"13-06-2016";NA;103,2;85;114;108;113;118;112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;85;118;NA;NA
"14-06-2016";NA;105,2;86;115;108;113;117;112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;86;117;NA;NA
"15-06-2016";NA;106,7;87;114;108;113;117;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;87;117;NA;NA
"16-06-2016";NA;107,9;88;113;108;113;116;110;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;116;NA;NA
"17-06-2016";NA;108,8;90;111;108;112;116;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90;116;NA;NA
"18-06-2016";NA;109,1;91;110;108;110;116;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;91;116;NA;NA
"19-06-2016";NA;108,6;92;110;109;109;115;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;92;115;NA;NA
"20-06-2016";NA;107,7;92;111;110;107;115;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;92;115;NA;NA
"21-06-2016";NA;107,5;91;112;110;105;114;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;91;114;NA;NA
"22-06-2016";NA;106,9;90;113;110;104;113;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90;113;NA;NA
"23-06-2016";NA;106,3;90;114;109;103;113;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90;114;NA;NA
"24-06-2016";NA;105,2;90;115;108;102;113;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90;115;NA;NA
"25-06-2016";NA;103,1;91;116;107;100;111;112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;91;116;NA;NA
"26-06-2016";NA;100,1;92;116;106;99;109;112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;92;116;NA;NA
"27-06-2016";NA;96,7;94;117;106;98;107;110;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;117;NA;NA
"28-06-2016";NA;93,7;96;117;108;99;105;109;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93,7;117;NA;NA
"29-06-2016";NA;91,7;98;117;109;101;106;108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;91,7;117;NA;NA
"30-06-2016";NA;90,6;100;117;111;104;109;109;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90,6;117;NA;NA
"01-07-2016";NA;90,7;103;118;115;108;111;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90,7;118;NA;NA
"02-07-2016";NA;92,8;106;119;119;111;113;115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;92,8;119;NA;NA
"03-07-2016";NA;96,6;109;120;123;115;116;118;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;96,6;123;NA;NA
"04-07-2016";NA;101,2;111;122;128;119;119;121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;101,2;128;NA;NA
"05-07-2016";NA;106,3;113;122;133;124;121;125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106,3;133;NA;NA
"06-07-2016";NA;110,5;115;123;136;128;123;130;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;110,5;136;NA;NA
"07-07-2016";NA;113,8;117;122;138;132;124;134;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;113,8;138;NA;NA
"08-07-2016";NA;117,3;119;122;139;134;126;138;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;117,3;139;NA;NA
"09-07-2016";NA;121,2;120;122;140;135;127;142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;142;NA;NA
"10-07-2016";NA;124,8;122;123;142;137;128;145;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;122;145;NA;NA
"11-07-2016";NA;127,6;124;127;145;139;131;149;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;124;149;NA;NA
"12-07-2016";NA;130;125;130;147;141;134;152;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;125;152;NA;NA
"13-07-2016";NA;132;127;134;149;144;138;155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;127;155;NA;NA
"14-07-2016";NA;134,6;128;137;151;146;144;157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;128;157;NA;NA
"15-07-2016";NA;137,5;130;141;153;148;148;159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;130;159;NA;NA
"16-07-2016";NA;139,8;133;144;155;149;150;159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;133;159;NA;NA
"17-07-2016";NA;141,3;135;148;156;149;152;159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;135;159;NA;NA
"18-07-2016";NA;142,3;136;150;156;149;152;157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;136;157;NA;NA
"19-07-2016";NA;143,3;137;151;157;150;153;156;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;137;157;NA;NA
"20-07-2016";NA;144,1;139;152;156;151;156;156;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;139;156;NA;NA
"21-07-2016";NA;145,8;141;152;154;153;159;158;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;141;159;NA;NA
"22-07-2016";NA;148;143;152;151;155;164;160;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;143;164;NA;NA
"23-07-2016";NA;149,6;145;152;148;156;168;163;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;145;168;NA;NA
"24-07-2016";NA;150,4;146;154;146;157;171;164;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;146;171;NA;NA
"25-07-2016";NA;150,6;147;156;146;158;175;166;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;146;175;NA;NA
"26-07-2016";NA;151,5;146;158;148;159;178;167;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;146;178;NA;NA
"27-07-2016";NA;153,7;146;159;151;160;180;169;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;146;180;NA;NA
"28-07-2016";NA;156;146;160;155;160;183;171;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;146;183;NA;NA
"29-07-2016";NA;158,2;147;162;159;160;185;173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;147;185;NA;NA
"30-07-2016";NA;160,3;149;164;163;160;188;177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;149;188;NA;NA
"31-07-2016";NA;162;151;166;168;160;190;181;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;151;190;NA;NA
"01-08-2016";NA;162,1;153;170;173;161;193;185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;153;193;NA;NA
"02-08-2016";NA;161,9;154;172;175;162;196;188;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;154;196;NA;NA
"03-08-2016";NA;161,6;155;175;177;165;199;192;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;155;199;NA;NA
"04-08-2016";NA;161,3;156;178;177;168;202;195;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;156;202;NA;NA
"05-08-2016";NA;161,7;158;182;176;170;204;198;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;158;204;NA;NA
"06-08-2016";NA;162,2;160;187;175;172;204;200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;204;NA;NA
"07-08-2016";NA;162,8;160;194;174;172;204;199;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;204;NA;NA
"08-08-2016";NA;163,8;160;198;173;173;204;197;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;204;NA;NA
"09-08-2016";NA;165;159;198;172;174;206;194;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;159;206;NA;NA
"10-08-2016";NA;166,6;159;196;171;173;207;192;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;159;207;NA;NA
"11-08-2016";NA;169,2;160;194;170;173;209;192;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;209;NA;NA
"12-08-2016";NA;172,5;161;194;170;172;212;192;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;161;212;NA;NA
"13-08-2016";NA;176,7;164;194;171;172;213;192;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;164;213;NA;NA
"14-08-2016";NA;180,2;167;196;173;171;215;192;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;167;215;NA;NA
"15-08-2016";NA;182;171;198;175;172;217;192;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;171;217;NA;NA
"16-08-2016";NA;182,6;174;201;177;173;221;193;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;173;221;NA;NA
"17-08-2016";NA;184,1;178;204;177;175;224;195;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;175;224;NA;NA
"18-08-2016";NA;186,2;181;207;178;177;228;198;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;177;228;NA;NA
"19-08-2016";NA;188,4;184;210;180;178;231;200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;178;231;NA;NA
"20-08-2016";NA;190,2;186;213;182;179;233;202;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;179;233;NA;NA
"21-08-2016";NA;191,3;187;216;186;179;234;203;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;179;234;NA;NA
"22-08-2016";NA;191,6;188;219;191;179;235;203;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;179;235;NA;NA
"23-08-2016";NA;192,6;190;224;197;180;236;203;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;180;236;NA;NA
"24-08-2016";NA;194,3;192;228;202;183;238;204;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;183;238;NA;NA
"25-08-2016";NA;197,7;194;232;207;187;241;206;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;187;241;NA;NA
"26-08-2016";NA;203,6;197;238;212;192;245;209;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;192;245;NA;NA
"27-08-2016";NA;208,5;200;246;217;197;251;213;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;197;251;NA;NA
"28-08-2016";NA;211,6;204;254;222;201;256;217;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;201;256;NA;NA
"29-08-2016";NA;211,4;205;261;227;207;259;220;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;205;261;NA;NA
