Geometry X Y;Geometry;INSEE;CHOM75;CHOM82;CHOM90;CHOM99;CHOM2006;CHOM2007;CHOM2008;Chom2009;TxChom2009
48.6826943865, 1.75344318501;"{""type"": ""Polygon"", ""coordinates"": [[[1.803309950965788, 48.68459538189257], [1.785372279619629, 48.674473816736594], [1.768290067857496, 48.675684760785046], [1.758521307598122, 48.663279259065625], [1.744390278394954, 48.65974428642727], [1.742283761910377, 48.65653181131648], [1.737553371560943, 48.65256808397035], [1.718550483628413, 48.661405410887056], [1.71328644524392, 48.68287891354612], [1.706442814145382, 48.68600676068387], [1.726169081693569, 48.695547911096774], [1.786196613367896, 48.70801240560468], [1.803309950965788, 48.68459538189257]]]}";78497;10.0;12.0;35.0;28.0;21;21.63;22.0;21.95;4.670893
48.6845119958, 1.90210480615;"{""type"": ""Polygon"", ""coordinates"": [[[1.937916683197788, 48.68790765490498], [1.935136676628419, 48.68568564503572], [1.922407985804412, 48.66970474951344], [1.929598763741193, 48.663705560174684], [1.929091494794228, 48.65934224331504], [1.908457816538477, 48.65781853729756], [1.895396926861291, 48.65963908703373], [1.889809270715277, 48.666622663345514], [1.894633977621908, 48.676749439518034], [1.891495289975401, 48.68302318039584], [1.872241916078675, 48.6883509056184], [1.870593329693101, 48.68599703239041], [1.860661766871502, 48.700524336591286], [1.869279637116116, 48.70728672021687], [1.912219072062403, 48.702212142844076], [1.937916683197788, 48.68790765490498]]]}";78030;29.0;33.0;39.0;61.0;34;33.85;34.0;34.29;3.605905
48.6957941121, 2.23433114178;"{""type"": ""Polygon"", ""coordinates"": [[[2.259295311047425, 48.70652109884931], [2.268171145323033, 48.70406280660679], [2.264677368165704, 48.69608411795988], [2.258455577931927, 48.69617891427372], [2.24171307658083, 48.685374918847494], [2.233388687524153, 48.691410723931675], [2.224277129231933, 48.68420792415307], [2.204758558718951, 48.685140143448045], [2.204143772400223, 48.69159617093938], [2.209578678022732, 48.701584270704224], [2.235990971880624, 48.7009183306857], [2.246316467253531, 48.708202133248726], [2.259295311047425, 48.70652109884931]]]}";91661;102.0;192.0;203.0;277.0;253;254.0;253.22;251.15;4.922656
48.6967227983, 2.56099914638;"{""type"": ""Polygon"", ""coordinates"": [[[2.57439556833187, 48.700723539330205], [2.571800259662199, 48.691996959526136], [2.548858869497562, 48.68898452328327], [2.544131695212543, 48.698651448922554], [2.553245137454685, 48.69815785465477], [2.568638307235671, 48.707219198978564], [2.57439556833187, 48.700723539330205]]]}";94056;12.0;24.0;34.0;70.0;68;68.08;68.03;91.69;7.729861
48.675595092, 2.92920065388;"{""type"": ""Polygon"", ""coordinates"": [[[2.946738675076614, 48.68707024204024], [2.973799458982529, 48.67148974756939], [2.974638498423423, 48.66914684957255], [2.970205569459738, 48.66007068990074], [2.953619516030664, 48.66138500074851], [2.943067937681423, 48.66891498898092], [2.929587348533331, 48.65878805997282], [2.92938130027019, 48.652871747649705], [2.92249732029243, 48.65497583910306], [2.914377612255546, 48.652400461654], [2.898992723778428, 48.67467229100542], [2.896160476205622, 48.68123314701048], [2.896158919767011, 48.69319381438686], [2.900134228057874, 48.69637569111088], [2.910947679857303, 48.69283231293761], [2.910424322734767, 48.70047000904651], [2.914858469426259, 48.70208427805999], [2.926424853908435, 48.69096917424454], [2.932838534614049, 48.688678199164706], [2.942949004786348, 48.687054541101126], [2.946738675076614, 48.68707024204024]]]}";77031;2.0;13.0;16.0;29.0;25;24.93;40.4;40.68;9.403672
48.684224264, 2.34906086641;"{""type"": ""Polygon"", ""coordinates"": [[[2.353860677452691, 48.7017351189951], [2.359267000235383, 48.69980973879297], [2.355909472919602, 48.69475646658564], [2.363066550607741, 48.69154464647797], [2.369992496497911, 48.689366601863554], [2.370247039215022, 48.684114802952685], [2.355357246242601, 48.6709439567616], [2.342050951174242, 48.6677619611954], [2.337991531680637, 48.66760920557391], [2.337122682867939, 48.676601878397925], [2.326651180363723, 48.686646251338104], [2.328253680086067, 48.687527663568495], [2.33456898289583, 48.695090798618146], [2.339241683366255, 48.69036963350257], [2.351497016410166, 48.702706662668234], [2.353860677452691, 48.7017351189951]]]}";91589;533.0;1046.0;1048.0;1654.0;1592;1579.14;1589.68;1564.64;8.414135
48.6813837821, 2.18538406113;"{""type"": ""Polygon"", ""coordinates"": [[[2.204143772400223, 48.69159617093938], [2.204758558718951, 48.685140143448045], [2.20285174255692, 48.682107379569764], [2.211972058380817, 48.67901529192411], [2.195460172732507, 48.66908603332357], [2.190419800876977, 48.67022172544921], [2.171330682399158, 48.674170314228014], [2.171743142629378, 48.6767248347219], [2.16839205452062, 48.67724117364278], [2.165149516677641, 48.67505142796008], [2.161845835743503, 48.68008229727173], [2.162539526713059, 48.6836444664717], [2.166086367309346, 48.694729484973436], [2.173189512385438, 48.69526085013595], [2.173204042321013, 48.69497310521064], [2.175474650071795, 48.690138280378534], [2.179362495084794, 48.684829049712384], [2.180003527727646, 48.68396663777495], [2.176501243355514, 48.679249590236914], [2.183940893787608, 48.67548290815297], [2.190903739205191, 48.69041090796256], [2.204143772400223, 48.69159617093938]]]}";91692;362.0;985.0;1005.0;1490.0;1565;1389.32;1438.21;1435.85;11.41221
48.6839190202, 2.96369694423;"{""type"": ""Polygon"", ""coordinates"": [[[2.977459682590493, 48.690057819861536], [2.973799458982529, 48.67148974756939], [2.946738675076614, 48.68707024204024], [2.946935509771635, 48.690945181774474], [2.96002447920455, 48.69268178241428], [2.960797305182384, 48.69168374158901], [2.961667838186819, 48.690558763561256], [2.963611309388175, 48.689359788345044], [2.964151657782574, 48.68770700524199], [2.964837206710909, 48.68761019837252], [2.964956381944314, 48.687366727368335], [2.965743090238635, 48.68728143997682], [2.96578111157955, 48.68706539669262], [2.965804302935792, 48.68675051151404], [2.977459682590493, 48.690057819861536]]]}";77393;28.0;68.0;80.0;112.0;83;83.71;84.0;83.88;6.131608
48.6816786238, 2.56305299243;"{""type"": ""Polygon"", ""coordinates"": [[[2.583938489120389, 48.67726806006096], [2.571299106195847, 48.67500168852859], [2.568652586813319, 48.66653595276773], [2.557167699110721, 48.67589327133971], [2.547522967895826, 48.67180188494975], [2.540664841585443, 48.681418634359865], [2.543266646570849, 48.68661173986031], [2.548858869497562, 48.68898452328327], [2.571800259662199, 48.691996959526136], [2.581907561219949, 48.689511606088615], [2.583938489120389, 48.67726806006096]]]}";91631;11.0;23.0;40.0;70.0;68;69.57;71.0;71.67;5.873733
48.6730553717, 3.31374365018;"{""type"": ""Polygon"", ""coordinates"": [[[3.320961500356957, 48.686856948208494], [3.32660521687104, 48.68466108313478], [3.325793604487986, 48.68173003873134], [3.329198671402337, 48.67555240855318], [3.323438651092238, 48.65690501980444], [3.312315576301955, 48.65454584441155], [3.3136431746632, 48.65995751830736], [3.305156280284441, 48.66404126244325], [3.302403812238194, 48.670539997858484], [3.291255192273829, 48.66907830860162], [3.301502162587784, 48.68289572247051], [3.310699098954194, 48.68787165682074], [3.320961500356957, 48.686856948208494]]]}";77275;0.0;2.0;7.0;7.0;6;6.0;6.0;7.94;13.114757
48.6708629703, 3.27454112466;"{""type"": ""Polygon"", ""coordinates"": [[[3.301502162587784, 48.68289572247051], [3.291255192273829, 48.66907830860162], [3.302403812238194, 48.670539997858484], [3.305156280284441, 48.66404126244325], [3.3136431746632, 48.65995751830736], [3.312315576301955, 48.65454584441155], [3.310224799689637, 48.651047322296016], [3.29575486425311, 48.663707293672395], [3.285446817952081, 48.662094059350885], [3.285310300685625, 48.657769345810074], [3.266388426140644, 48.65930174184532], [3.26374789347629, 48.653081882447886], [3.246804056770798, 48.6610431370735], [3.246725675033126, 48.679821993761585], [3.261184467977678, 48.687628535904715], [3.301502162587784, 48.68289572247051]]]}";77080;2.0;3.0;1.0;6.0;2;3.55;3.79;4.0;5.797101
48.671659568, 2.07305361757;"{""type"": ""Polygon"", ""coordinates"": [[[2.081641922580002, 48.68554211027883], [2.094504205263322, 48.679823896735414], [2.088055171626015, 48.671383802636605], [2.097203337619888, 48.6663855201592], [2.090007730857595, 48.660947528320236], [2.060704611166208, 48.66254378659529], [2.053948154947953, 48.65945166865946], [2.039024401476238, 48.658109612282345], [2.042328622315315, 48.664026437118814], [2.054288333153459, 48.661700693341935], [2.051399890559015, 48.67065022802518], [2.070160770439828, 48.67883418008833], [2.066546089364774, 48.68680219386165], [2.068293031492961, 48.690268531154395], [2.081641922580002, 48.68554211027883]]]}";91411;11.0;19.0;30.0;47.0;37;37.0;39.51;39.68;4.28737
48.670012018, 1.87436468263;"{""type"": ""Polygon"", ""coordinates"": [[[1.908457816538477, 48.65781853729756], [1.909346592623902, 48.65232728731657], [1.902544214894903, 48.65106049969984], [1.885358428280688, 48.65440184103388], [1.884873120027539, 48.65851862030053], [1.876613187633643, 48.659240895550894], [1.873946630288038, 48.6642570625284], [1.85646379726636, 48.66112701457037], [1.84120213687548, 48.664173065862514], [1.848297797175844, 48.678475412812205], [1.853148141827548, 48.67823534051917], [1.854963655708917, 48.682874361317964], [1.863380048260829, 48.6789977996987], [1.870593329693101, 48.68599703239041], [1.872241916078675, 48.6883509056184], [1.891495289975401, 48.68302318039584], [1.894633977621908, 48.676749439518034], [1.889809270715277, 48.666622663345514], [1.895396926861291, 48.65963908703373], [1.908457816538477, 48.65781853729756]]]}";78655;8.0;13.0;12.0;18.0;25;20.63;23.31;26.0;6.220096
48.6733237163, 2.31858551138;"{""type"": ""Polygon"", ""coordinates"": [[[2.337991531680637, 48.66760920557391], [2.324509514483937, 48.66943407409615], [2.318726968236785, 48.66586322246343], [2.309377814742442, 48.657156471120096], [2.300464191854366, 48.66981564759269], [2.304898287362449, 48.67862978502505], [2.326651180363723, 48.686646251338104], [2.337122682867939, 48.676601878397925], [2.337991531680637, 48.66760920557391]]]}";91216;113.0;193.0;226.0;281.0;371;375.8;428.05;447.01;9.175713
48.6674444694, 2.8466157773;"{""type"": ""Polygon"", ""coordinates"": [[[2.896160476205622, 48.68123314701048], [2.898992723778428, 48.67467229100542], [2.891928549236386, 48.673169213239014], [2.89136604947426, 48.66410705400223], [2.885870245461585, 48.66433158525037], [2.882115185151567, 48.65738912413431], [2.871045581017394, 48.65676723969644], [2.865454484587517, 48.658546782662995], [2.859104186333922, 48.653234583345856], [2.84871560713387, 48.6553682240256], [2.846721495303125, 48.650179286633275], [2.836357011315167, 48.65199693902499], [2.817675360746438, 48.64589814232226], [2.818518626848727, 48.65018547312857], [2.80483252156744, 48.652499900337475], [2.795727173085766, 48.65713239710626], [2.809417072436647, 48.65933350019188], [2.804184360618093, 48.67744884784357], [2.814274748318732, 48.683198338252346], [2.83479625388109, 48.67917138395825], [2.835033301381773, 48.67571706275241], [2.844521336329936, 48.67668228299352], [2.849862708160672, 48.68504870663731], [2.862147861223865, 48.68059504713835], [2.884838131172311, 48.68405812790146], [2.896160476205622, 48.68123314701048]]]}";77107;26.0;87.0;86.0;108.0;110;110.91;112.0;111.68;7.301351
48.6579419435, 2.89629880119;"{""type"": ""Polygon"", ""coordinates"": [[[2.914377612255546, 48.652400461654], [2.888311532709139, 48.64448131814089], [2.881908658773341, 48.649674169438995], [2.882115185151567, 48.65738912413431], [2.885870245461585, 48.66433158525037], [2.89136604947426, 48.66410705400223], [2.891928549236386, 48.673169213239014], [2.898992723778428, 48.67467229100542], [2.914377612255546, 48.652400461654]]]}";77138;2.0;7.0;24.0;21.0;14;14.03;14.0;13.87;4.43038
48.6596987656, 2.72745424915;"{""type"": ""Polygon"", ""coordinates"": [[[2.744593282250797, 48.66201253134614], [2.740366494971019, 48.65303476860518], [2.745796631096768, 48.65150456884907], [2.7409282201844, 48.64866225486447], [2.725972791061837, 48.645252192793514], [2.716233927643374, 48.65123835912842], [2.706389510577998, 48.66526361090656], [2.72612408606151, 48.67329132421207], [2.741002881932423, 48.669570346548326], [2.744593282250797, 48.66201253134614]]]}";77457;8.0;22.0;27.0;53.0;32;31.89;32.0;31.1;4.488813
48.6436570853, 2.95315300788;"{""type"": ""Polygon"", ""coordinates"": [[[2.970205569459738, 48.66007068990074], [2.9758750225971, 48.63955280854387], [2.990671909350537, 48.633802960647785], [2.986279312351472, 48.624682257575735], [2.96818669101701, 48.62605233566177], [2.963279188164538, 48.623075860063985], [2.958445790795602, 48.630359781259266], [2.945743864935007, 48.63343227613691], [2.928515664699991, 48.62681461247643], [2.91827785796321, 48.63418778397209], [2.927896971948588, 48.64100874611845], [2.92938130027019, 48.652871747649705], [2.929587348533331, 48.65878805997282], [2.943067937681423, 48.66891498898092], [2.953619516030664, 48.66138500074851], [2.970205569459738, 48.66007068990074]]]}";77135;6.0;21.0;49.0;50.0;43;43.0;43.4;43.52;6.230178
48.6463064304, 2.08075360523;"{""type"": ""Polygon"", ""coordinates"": [[[2.119910658684825, 48.65209675330885], [2.113388902825474, 48.64458422597853], [2.122633653206384, 48.6406362516035], [2.117707666035661, 48.637632302132346], [2.100201448779853, 48.641122336019514], [2.090402947944646, 48.63043618938117], [2.06752823468555, 48.63076196858033], [2.05742641052296, 48.62741028143115], [2.049524442238984, 48.6309426892764], [2.042429777629977, 48.6262393338679], [2.041599751314453, 48.62666882907806], [2.048466335834562, 48.63796330645181], [2.062832873748608, 48.64828650061379], [2.048435127234005, 48.650391147367856], [2.053948154947953, 48.65945166865946], [2.060704611166208, 48.66254378659529], [2.090007730857595, 48.660947528320236], [2.097203337619888, 48.6663855201592], [2.100698012984858, 48.665205794993156], [2.095265757614026, 48.65999660339124], [2.10782710701775, 48.658916494081886], [2.119910658684825, 48.65209675330885]]]}";91338;38.0;92.0;133.0;187.0;206;191.84;193.42;195.0;6.001847
48.6420664021, 1.9451402032;"{""type"": ""Polygon"", ""coordinates"": [[[1.987955533698297, 48.656660424724784], [1.978105269941764, 48.644768337803505], [1.981899525967622, 48.630301946563], [1.972560674124163, 48.63100080416999], [1.970930829069593, 48.623864330328296], [1.952876137109822, 48.62386770195857], [1.931523502880916, 48.61074506157068], [1.929069237803859, 48.620646286998145], [1.904159795463525, 48.63383648475078], [1.909346592623902, 48.65232728731657], [1.908457816538477, 48.65781853729756], [1.929091494794228, 48.65934224331504], [1.929598763741193, 48.663705560174684], [1.94053754036155, 48.66240428599809], [1.94243225156014, 48.65523762242264], [1.950333442914451, 48.656116089786465], [1.956028383210195, 48.66576656010295], [1.984452634207133, 48.66253987232072], [1.98316572157969, 48.65642080657733], [1.987955533698297, 48.656660424724784]]]}";78125;5.0;11.0;13.0;21.0;23;23.74;24.0;24.03;4.968945
48.6486628361, 2.03532177578;"{""type"": ""Polygon"", ""coordinates"": [[[2.053948154947953, 48.65945166865946], [2.048435127234005, 48.650391147367856], [2.062832873748608, 48.64828650061379], [2.048466335834562, 48.63796330645181], [2.041599751314453, 48.62666882907806], [2.033983539330483, 48.632125339884446], [2.037141200899936, 48.64171993606226], [2.020942377589651, 48.64271532435684], [2.010025671483005, 48.64847967477019], [2.011573448950471, 48.654617155370886], [2.011646455090787, 48.660066960606756], [2.028266591966875, 48.65708273150431], [2.029011565191348, 48.663928216484045], [2.042328622315315, 48.664026437118814], [2.039024401476238, 48.658109612282345], [2.053948154947953, 48.65945166865946]]]}";91482;0.0;6.0;11.0;12.0;25;25.44;24.16;24.6;7.530122
48.6417756936, 2.86302849387;"{""type"": ""Polygon"", ""coordinates"": [[[2.887687215882174, 48.64447535429847], [2.877532407035012, 48.63535135705808], [2.863905802213067, 48.63110780963635], [2.860031502823487, 48.6329602795709], [2.84641709661027, 48.641646381735086], [2.846721495303125, 48.650179286633275], [2.84871560713387, 48.6553682240256], [2.858510887315694, 48.649011698636706], [2.877487497126065, 48.643723988090606], [2.887687215882174, 48.64447535429847]]]}";77029;1.0;2.0;6.0;3.0;11;11.29;6.32;6.16;6.122449
48.6146280062, 3.48885067779;"{""type"": ""Polygon"", ""coordinates"": [[[3.468866263194624, 48.57307725283895], [3.46534797679276, 48.57211399205108], [3.465508502279135, 48.58102508459663], [3.457948200122853, 48.58902337588222], [3.451298413672929, 48.591750945776695], [3.437690106725208, 48.60852190480929], [3.441040223450325, 48.61712332449062], [3.445812874365835, 48.61764344186025], [3.446859421896094, 48.62811088185328], [3.450725128345452, 48.63475538418224], [3.476196107894392, 48.63720101901106], [3.492515462978718, 48.64752301504735], [3.514681388264643, 48.64393507564243], [3.531872875645357, 48.64582156302028], [3.518412305516218, 48.63692381307808], [3.521436715877432, 48.63301869469301], [3.538334085290427, 48.63161446086067], [3.559017969780314, 48.61742637033612], [3.540837369197242, 48.61613651665369], [3.535454427541524, 48.61000567682388], [3.503299477298028, 48.60427861383977], [3.514464250894564, 48.58949458751716], [3.493381465242766, 48.59000807034739], [3.485320159137108, 48.580205836976326], [3.468866263194624, 48.57307725283895]]]}";77262;3.0;10.0;11.0;19.0;23;23.8;19.84;19.92;9.13242
